order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_time_days,delay_vs_estimate,is_late,purchase_day,purchase_month,week_of_year,order_total_value,review_score,customer_state,lat_x,lng_x,lat_y,lng_y
ord_1f47f1ff362d7562eb700944d59f,cus_64a6bf102e374b475fb78a1e2418,invoiced,2024-12-23 13:10:03.673723,2024-12-24 12:10:03.673723,2024-12-25 12:10:03.673723,,2024-12-30 12:10:03.673723,,,,Monday,December,52,12716.7,5,Baja California,22.748869914438504,-101.35321593048128,22.748869914438504,-101.35321593048128
ord_275183d3d33db32837b39943b727,cus_d81ef820d2eae5e0db8a5c2462a1,invoiced,2024-12-17 17:33:10.023623,2024-12-18 15:33:10.023623,2024-12-19 15:33:10.023623,,2024-12-23 15:33:10.023623,,,,Tuesday,December,51,13638.44,2,Distrito Federal,23.9087926,-101.11863047179487,23.9087926,-101.11863047179487
ord_a93f661af8bd2c2de0f65f56f0a8,cus_496c57ba0c7b088a51d735dcd11b,delivered,2025-03-25 12:59:13.302304,2025-03-25 13:59:13.302304,2025-03-27 13:59:13.302304,2025-03-30 13:59:13.302304,2025-04-01 13:59:13.302304,5.0,-2.0,0.0,Tuesday,March,13,1391.21,5,Puebla,23.244168162162165,-101.26584157297296,23.244168162162165,-101.26584157297297
ord_918a30f4a7959c30a609a03423c9,cus_ab7bdba54373eb90176e097b96fe,shipped,2024-11-11 18:43:20.995227,2024-11-12 17:43:20.995227,2024-11-15 17:43:20.995227,,2024-11-22 17:43:20.995227,,,,Monday,November,46,13923.83,5,Chihuahua,23.28535389714286,-102.05566077142856,23.28535389714286,-102.05566077142856
ord_080eb3941c3b7d620ab5a750c979,cus_f8ca7245bb0c88be7ed1a3bf1cf8,delivered,2025-04-26 18:55:02.608460,2025-04-27 01:55:02.608460,2025-04-30 01:55:02.608460,2025-05-03 01:55:02.608460,2025-05-05 01:55:02.608460,6.0,-2.0,0.0,Saturday,April,17,10500.11,5,Baja California,22.748869914438504,-101.35321593048128,22.748869914438504,-101.35321593048128
ord_acd191b6629aa81835edb7b519df,cus_f3ac2f2c244ac0961e877caabaff,delivered,2024-11-06 15:49:34.794997,2024-11-06 16:49:34.794997,2024-11-07 16:49:34.794997,2024-11-11 16:49:34.794997,2024-11-12 16:49:34.794997,5.0,-1.0,0.0,Wednesday,November,45,7834.05,5,Baja California,22.748869914438504,-101.35321593048128,22.748869914438504,-101.35321593048128
ord_0aec4ee4c7f038918878eb81e857,cus_eb68f9efb47b04254334c5686cad,delivered,2024-09-23 09:10:10.687042,2024-09-24 07:10:10.687042,2024-09-27 07:10:10.687042,2024-09-30 07:10:10.687042,2024-09-30 07:10:10.687042,6.0,0.0,0.0,Monday,September,39,11966.339999999998,1,Nuevo León,23.55965682159625,-100.81775693427232,23.559656821596246,-100.81775693427231
ord_dfae806a89a9050af16150549363,cus_653b279cc7826718f160afbbdd39,delivered,2025-01-28 17:45:46.383802,2025-01-29 15:45:46.383802,2025-01-30 15:45:46.383802,2025-01-31 15:45:46.383802,2025-02-01 15:45:46.383802,2.0,-1.0,0.0,Tuesday,January,5,5699.47,4,Morelos,23.792248505681812,-102.38969035227272,23.792248505681815,-102.38969035227272
ord_b2189d10b5c122e79bf14c70a288,cus_704e2467a53ef4df288d25ed9c9a,delivered,2024-09-17 18:15:24.373614,2024-09-18 11:15:24.373614,2024-09-20 11:15:24.373614,2024-09-22 11:15:24.373614,2024-09-22 11:15:24.373614,4.0,0.0,0.0,Tuesday,September,38,14579.98,5,San Luis Potosí,23.456913725388603,-101.99521921243525,23.456913725388603,-101.99521921243523
ord_6b95ff42556bb892ce14838bc338,cus_9c638782974e5a2e1a18ca3e0608,shipped,2025-05-08 13:44:04.904620,2025-05-08 15:44:04.904620,2025-05-09 15:44:04.904620,,2025-05-15 15:44:04.904620,,,,Thursday,May,19,6792.16,3,Aguascalientes,23.972501200956938,-101.61957087559809,23.972501200956938,-101.61957087559807
ord_930054cc2066ba14e99e87f48589,cus_3c908cfb84561623636779a4fa78,delivered,2025-02-05 16:07:59.479049,2025-02-06 01:07:59.479049,2025-02-09 01:07:59.479049,2025-02-10 01:07:59.479049,2025-02-13 01:07:59.479049,4.0,-3.0,0.0,Wednesday,February,6,11443.58,2,San Luis Potosí,23.456913725388603,-101.99521921243525,23.456913725388603,-101.99521921243523
ord_4efb082d56b650581edae046425b,cus_cbbb5143d2da6c377f62e72ef27f,delivered,2025-08-08 18:47:16.467681,2025-08-09 03:47:16.467681,2025-08-11 03:47:16.467681,2025-08-12 03:47:16.467681,2025-08-15 03:47:16.467681,3.0,-3.0,0.0,Friday,August,32,4012.35,5,Michoacán de Ocampo,23.06240240883978,-101.80343203867405,23.06240240883978,-101.80343203867403
ord_dd45f893934139ab21437f34a357,cus_894462cbc3a21502459e5c881498,delivered,2024-12-16 06:39:20.864488,2024-12-16 16:39:20.864488,2024-12-19 16:39:20.864488,2024-12-21 16:39:20.864488,2024-12-22 16:39:20.864488,5.0,-1.0,0.0,Monday,December,51,12239.14,4,Colima,23.259065543010752,-101.6969638655914,23.259065543010752,-101.69696386559139
ord_3be2bfb09a296569c1bea017fdb2,cus_6c8af3b144b57472c18cd14e79a7,canceled,2025-06-16 19:21:39.006435,2025-06-17 11:21:39.006435,2025-06-19 11:21:39.006435,,2025-06-26 11:21:39.006435,,,,Monday,June,25,14928.0,4,Nayarit,23.574169112299465,-101.88422291443852,23.574169112299465,-101.88422291443851
ord_2459139d57d5f6ec9ca240fb57cc,cus_57137aa43f23ae92f99d3aca2249,delivered,2024-10-11 04:04:10.682020,2024-10-11 09:04:10.682020,2024-10-12 09:04:10.682020,2024-10-17 09:04:10.682020,2024-10-19 09:04:10.682020,6.0,-2.0,0.0,Friday,October,41,6551.06,5,Veracruz de Ignacio de la Llave,23.7237853988764,-100.58646290449438,23.7237853988764,-100.58646290449438
ord_2e18b86da6c06c54314d086322ea,cus_4f533d4fa2d98b73ee787df4cd15,canceled,2025-03-20 07:16:42.579099,2025-03-21 06:16:42.579099,2025-03-23 06:16:42.579099,,2025-03-25 06:16:42.579099,,,,Thursday,March,12,11964.59,4,Quintana Roo,23.42597512777778,-100.9369508388889,23.42597512777778,-100.9369508388889
ord_094680d3edd6b1de41051a9d78ca,cus_e3c27177f776d9bf49f59a279803,delivered,2025-02-20 06:43:12.397486,2025-02-20 15:43:12.397486,2025-02-22 15:43:12.397486,2025-02-27 15:43:12.397486,2025-02-28 15:43:12.397486,7.0,-1.0,0.0,Thursday,February,8,14760.740000000002,4,Nayarit,23.574169112299465,-101.88422291443852,23.574169112299465,-101.88422291443851
ord_367bffbf244c9ca88609e7dc30f5,cus_ad7800b8f84d7ae3b9064657b464,delivered,2024-11-21 15:03:25.039977,2024-11-21 19:03:25.039977,2024-11-24 19:03:25.039977,2024-11-29 19:03:25.039977,2024-11-29 19:03:25.039977,8.0,0.0,0.0,Thursday,November,47,17517.34,4,Sinaloa,24.045853615384612,-101.10117676410258,24.045853615384615,-101.10117676410258
ord_12a02be33b483f07dfefa1f03916,cus_0939ff61e1373b22d579ea717231,delivered,2025-02-21 04:36:44.620999,2025-02-21 13:36:44.620999,2025-02-22 13:36:44.620999,2025-02-26 13:36:44.620999,2025-02-27 13:36:44.620999,5.0,-1.0,0.0,Friday,February,8,7124.389999999999,4,Baja California Sur,23.18292486893204,-101.51609451941748,23.18292486893204,-101.51609451941748
ord_0c28443b64f4a0de0fb40f30b63a,cus_02b01cd68f433d89ea2df697a2d7,delivered,2024-10-29 12:51:37.978278,2024-10-30 07:51:37.978278,2024-11-02 07:51:37.978278,2024-11-06 07:51:37.978278,2024-11-06 07:51:37.978278,7.0,0.0,0.0,Tuesday,October,44,10299.24,2,Tabasco,23.55964060427808,-101.81757081283422,23.559640604278076,-101.81757081283422
ord_1ff601e52c69d51daa104e5fa7dc,cus_01313d6eced2896b3570f4e14aa0,delivered,2025-01-19 18:14:44.777361,2025-01-20 18:14:44.777361,2025-01-21 18:14:44.777361,2025-01-24 18:14:44.777361,2025-01-27 18:14:44.777361,5.0,-3.0,0.0,Sunday,January,3,3127.52,5,Tlaxcala,23.503681,-101.62337731578948,23.503681,-101.62337731578947
ord_dc2038ab5d6ba0a9d308029bf3cc,cus_ad6f0d7fe2c6c3f84b3e0bb55c56,delivered,2024-10-03 03:21:08.421536,2024-10-03 18:21:08.421536,2024-10-04 18:21:08.421536,2024-10-06 18:21:08.421536,2024-10-09 18:21:08.421536,3.0,-3.0,0.0,Thursday,October,40,5051.9400000000005,3,Michoacán de Ocampo,23.06240240883978,-101.80343203867405,23.06240240883978,-101.80343203867403
ord_9a390fea971d2559f9e593ecf51c,cus_d9741048c326dfc71edf9ea557a6,canceled,2024-12-05 23:53:48.139305,2024-12-06 20:53:48.139305,2024-12-07 20:53:48.139305,,2024-12-10 20:53:48.139305,,,,Thursday,December,49,6269.709999999999,4,Puebla,23.244168162162165,-101.26584157297296,23.244168162162165,-101.26584157297297
ord_e416063e4f102242fa2b8c72691c,cus_063023c93b1f6bd2d281f3c035f3,shipped,2025-07-08 01:24:00.976550,2025-07-08 12:24:00.976550,2025-07-09 12:24:00.976550,,2025-07-16 12:24:00.976550,,,,Tuesday,July,28,5056.39,4,Morelos,23.792248505681812,-102.38969035227272,23.792248505681815,-102.38969035227272
ord_7cf2ddac71a1990f28d17c9dcffc,cus_7ebecef999b3087df31acc9ac132,delivered,2025-04-25 02:05:54.466727,2025-04-25 22:05:54.466727,2025-04-26 22:05:54.466727,2025-04-29 22:05:54.466727,2025-05-02 22:05:54.466727,4.0,-3.0,0.0,Friday,April,17,8721.23,5,Veracruz de Ignacio de la Llave,23.7237853988764,-100.58646290449438,23.7237853988764,-100.58646290449438
ord_9575b96663d385963c5afc169b4c,cus_04627b3d8bd445f2d29eb8eb7b4d,delivered,2025-07-05 23:32:49.209123,2025-07-06 23:32:49.209123,2025-07-09 23:32:49.209123,2025-07-14 23:32:49.209123,2025-07-15 23:32:49.209123,9.0,-1.0,0.0,Saturday,July,27,12284.11,5,México,23.03047127513228,-103.56539993121692,23.030471275132278,-103.56539993121693
ord_d911917e3747964212306661281d,cus_2e3d4fa604d52fda195e654a1b1a,shipped,2024-10-29 05:25:09.843400,2024-10-29 22:25:09.843400,2024-10-30 22:25:09.843400,,2024-11-05 22:25:09.843400,,,,Tuesday,October,44,8292.619999999999,5,Guerrero,23.383400323809525,-101.80227347142856,23.383400323809525,-101.80227347142856
ord_b1e862bea181c39736cb39a42d11,cus_d78132aaa7d3a3f484a127456bed,delivered,2025-08-03 09:55:04.842272,2025-08-03 18:55:04.842272,2025-08-05 18:55:04.842272,2025-08-10 18:55:04.842272,2025-08-11 18:55:04.842272,7.0,-1.0,0.0,Sunday,August,31,526.65,2,Oaxaca,23.266094454054056,-102.44178765945944,23.266094454054056,-102.44178765945945
ord_4db89cb77eb8e5f687b80495c2ca,cus_8145d3fa97735c4c63d3847345fb,delivered,2025-05-24 10:06:17.202609,2025-05-25 08:06:17.202609,2025-05-28 08:06:17.202609,2025-05-29 08:06:17.202609,2025-06-01 08:06:17.202609,4.0,-3.0,0.0,Saturday,May,21,5827.030000000001,5,Baja California Sur,23.18292486893204,-101.51609451941748,23.18292486893204,-101.51609451941748
ord_2f1aecf2611cedace00079203bed,cus_e205f2aaf4de470b572984c62e72,shipped,2025-09-01 05:41:53.361696,2025-09-02 03:41:53.361696,2025-09-03 03:41:53.361696,,2025-09-10 03:41:53.361696,,,,Monday,September,36,11603.62,5,Guanajuato,24.053235989637304,-101.6950391761658,24.053235989637304,-101.6950391761658
ord_3a014ad09a0cf7505f62e8ca0191,cus_7248707a9b531583d903fbba1124,delivered,2025-05-06 18:48:26.887743,2025-05-07 16:48:26.887743,2025-05-09 16:48:26.887743,2025-05-13 16:48:26.887743,2025-05-13 16:48:26.887743,6.0,0.0,0.0,Tuesday,May,19,12304.05,4,Yucatán,23.190832088050318,-101.68903866666666,23.190832088050314,-101.68903866666666
ord_12d726d3e81b04afebb483fef4c5,cus_170bb2dc951c4ab7feeaac28d042,delivered,2024-12-29 11:07:01.418157,2024-12-29 15:07:01.418157,2024-12-30 15:07:01.418157,2025-01-02 15:07:01.418157,2025-01-02 15:07:01.418157,4.0,0.0,0.0,Sunday,December,52,8922.5,5,San Luis Potosí,23.456913725388603,-101.99521921243525,23.456913725388603,-101.99521921243523
ord_666b12bcd94cf99f7bedb85ef562,cus_c2ce5f5fb6742fe2421d8ba8fd1f,delivered,2024-09-14 23:26:24.001314,2024-09-15 22:26:24.001314,2024-09-18 22:26:24.001314,2024-09-22 22:26:24.001314,2024-09-23 22:26:24.001314,7.0,-1.0,0.0,Saturday,September,37,16882.85,4,Nayarit,23.574169112299465,-101.88422291443852,23.574169112299465,-101.88422291443851
ord_dfc8df0bac98ccb6b7ef82a72537,cus_fe172a31337726cd406a15f0f2aa,delivered,2025-02-15 09:06:48.828075,2025-02-16 09:06:48.828075,2025-02-18 09:06:48.828075,2025-02-22 09:06:48.828075,2025-02-23 09:06:48.828075,7.0,-1.0,0.0,Saturday,February,7,5986.550000000001,5,Sinaloa,24.045853615384612,-101.10117676410258,24.045853615384615,-101.10117676410258
ord_90ca2e41a31496f4d4ad4bfcee59,cus_d36a699917d6ab4634fc6fa6837e,canceled,2025-08-15 09:55:55.697880,2025-08-15 15:55:55.697880,2025-08-17 15:55:55.697880,,2025-08-24 15:55:55.697880,,,,Friday,August,33,15609.91,5,Distrito Federal,23.9087926,-101.11863047179487,23.9087926,-101.11863047179487
ord_08bff97eb10fb1634912f6b2d92e,cus_fbba83cd8525cc8ef6652811dc78,delivered,2024-10-28 15:21:26.197670,2024-10-29 04:21:26.197670,2024-11-01 04:21:26.197670,2024-11-04 04:21:26.197670,2024-11-07 04:21:26.197670,6.0,-3.0,0.0,Monday,October,44,17168.16,1,Querétaro,23.0446053556701,-102.26899526804124,23.0446053556701,-102.26899526804124
ord_e9220e1768e8053c85cc630c2248,cus_82935073954a7b2d72fe64543945,delivered,2025-01-04 01:27:31.925883,2025-01-04 09:27:31.925883,2025-01-07 09:27:31.925883,2025-01-09 09:27:31.925883,2025-01-10 09:27:31.925883,5.0,-1.0,0.0,Saturday,January,1,4118.31,3,Yucatán,23.190832088050318,-101.68903866666666,23.190832088050314,-101.68903866666666
ord_b8cd930b1424546dffca86eedfde,cus_4a91978fc2e1958b3964ef56ef7d,processing,2025-04-11 00:48:38.811080,2025-04-11 10:48:38.811080,2025-04-12 10:48:38.811080,,2025-04-17 10:48:38.811080,,,,Friday,April,15,10687.13,5,Guerrero,23.383400323809525,-101.80227347142856,23.383400323809525,-101.80227347142856
ord_a58902532d85a50a760a9bdd9d12,cus_c61854f3ff0686d7047710e3d695,delivered,2025-04-24 05:57:41.354644,2025-04-24 17:57:41.354644,2025-04-26 17:57:41.354644,2025-04-27 17:57:41.354644,2025-04-27 17:57:41.354644,3.0,0.0,0.0,Thursday,April,17,6145.7,2,Yucatán,23.190832088050318,-101.68903866666666,23.190832088050314,-101.68903866666666
ord_e9a87b0cc73ac0c070cb2388d92f,cus_f794b8968397982f3ac4a58c33e3,delivered,2025-04-10 03:39:42.439932,2025-04-10 07:39:42.439932,2025-04-13 07:39:42.439932,2025-04-18 07:39:42.439932,2025-04-19 07:39:42.439932,8.0,-1.0,0.0,Thursday,April,15,876.25,4,Baja California Sur,23.18292486893204,-101.51609451941748,23.18292486893204,-101.51609451941748
ord_6c2c2d5453262179f1f122d631fe,cus_8894bc22c980e1c9d5318544e299,invoiced,2024-11-05 19:17:16.429700,2024-11-05 21:17:16.429700,2024-11-07 21:17:16.429700,,2024-11-08 21:17:16.429700,,,,Tuesday,November,45,8444.4,3,México,23.03047127513228,-103.56539993121692,23.030471275132278,-103.56539993121693
ord_af5a9003dcaed220100ea9803bb9,cus_bdf8df9e74cead206844c285acf6,delivered,2025-04-09 10:37:41.047539,2025-04-10 03:37:41.047539,2025-04-12 03:37:41.047539,2025-04-15 03:37:41.047539,2025-04-15 03:37:41.047539,5.0,0.0,0.0,Wednesday,April,15,5226.93,5,Campeche,23.349574490291264,-101.73260301456313,23.349574490291264,-101.73260301456311
ord_497b31e9bbb73014362694061dff,cus_5056a6e29927137ff481be016afe,delivered,2024-11-04 19:17:39.944249,2024-11-05 04:17:39.944249,2024-11-06 04:17:39.944249,2024-11-09 04:17:39.944249,2024-11-09 04:17:39.944249,4.0,0.0,0.0,Monday,November,45,15906.65,2,Sinaloa,24.045853615384612,-101.10117676410258,24.045853615384615,-101.10117676410258
ord_3d56754ddf58ac450b285b866211,cus_0d9744c28adb469fbd9bcdc3ad5e,delivered,2025-05-28 08:13:56.839530,2025-05-28 10:13:56.839530,2025-05-30 10:13:56.839530,2025-06-02 10:13:56.839530,2025-06-04 10:13:56.839530,5.0,-2.0,0.0,Wednesday,May,22,14689.11,5,San Luis Potosí,23.456913725388603,-101.99521921243525,23.456913725388603,-101.99521921243523
ord_92b0d37013b590f99e13d9963aea,cus_10713f39eb801b7907c0657acf5b,processing,2025-07-26 04:22:16.770239,2025-07-26 10:22:16.770239,2025-07-27 10:22:16.770239,,2025-07-30 10:22:16.770239,,,,Saturday,July,30,7051.68,3,Guerrero,23.383400323809525,-101.80227347142856,23.383400323809525,-101.80227347142856
ord_6dda188c019a87bc502a96839e42,cus_c81f31889ebe7971b64521b8fb09,invoiced,2024-10-03 05:59:36.579326,2024-10-03 17:59:36.579326,2024-10-06 17:59:36.579326,,2024-10-12 17:59:36.579326,,,,Thursday,October,40,10816.03,5,Coahuila de Zaragoza,23.44224857142857,-102.82419057692309,23.44224857142857,-102.82419057692307
ord_8abc86a6bea4bb38391dac2e0fb7,cus_a35e1d852b628bfb33d8384adf51,delivered,2025-06-04 14:59:01.498946,2025-06-05 09:59:01.498946,2025-06-07 09:59:01.498946,2025-06-12 09:59:01.498946,2025-06-14 09:59:01.498946,7.0,-2.0,0.0,Wednesday,June,23,6695.04,3,Quintana Roo,23.42597512777778,-100.9369508388889,23.42597512777778,-100.9369508388889
ord_9df2837857880074c410311eb16b,cus_217cae6b1abe34c29a4bb9e47ae5,delivered,2025-03-17 20:38:26.481716,2025-03-18 04:38:26.481716,2025-03-19 04:38:26.481716,2025-03-20 04:38:26.481716,2025-03-22 04:38:26.481716,2.0,-2.0,0.0,Monday,March,12,3935.28,4,Quintana Roo,23.42597512777778,-100.9369508388889,23.42597512777778,-100.9369508388889
ord_54950b88dfaf1f7ed006d3b3340b,cus_9e28f8f6b6603269ce2f7ade3c41,delivered,2024-12-15 17:03:48.466402,2024-12-16 10:03:48.466402,2024-12-19 10:03:48.466402,2024-12-20 10:03:48.466402,2024-12-20 10:03:48.466402,4.0,0.0,0.0,Sunday,December,50,9025.08,5,Oaxaca,23.266094454054056,-102.44178765945944,23.266094454054056,-102.44178765945945
ord_357f9dbaf266069f7f1c861e142e,cus_24ff13ae27af205a0b3c2bd76a13,delivered,2024-09-15 09:10:19.534545,2024-09-15 22:10:19.534545,2024-09-18 22:10:19.534545,2024-09-21 22:10:19.534545,2024-09-21 22:10:19.534545,6.0,0.0,0.0,Sunday,September,37,4538.2300000000005,4,Veracruz de Ignacio de la Llave,23.7237853988764,-100.58646290449438,23.7237853988764,-100.58646290449438
ord_4ce22af5c28814497e65793a2c77,cus_e373e086a18007ac97087c5740ef,delivered,2025-07-18 15:33:37.187454,2025-07-19 10:33:37.187454,2025-07-21 10:33:37.187454,2025-07-22 10:33:37.187454,2025-07-22 10:33:37.187454,3.0,0.0,0.0,Friday,July,29,3301.1,3,Tlaxcala,23.503681,-101.62337731578948,23.503681,-101.62337731578947
ord_87076dabda0e6b5e70f2621be7cc,cus_ef55d862f6fbb7c93db7e4175283,delivered,2025-01-10 04:01:33.337150,2025-01-10 23:01:33.337150,2025-01-12 23:01:33.337150,2025-01-17 23:01:33.337150,2025-01-18 23:01:33.337150,7.0,-1.0,0.0,Friday,January,2,6299.65,3,Guerrero,23.383400323809525,-101.80227347142856,23.383400323809525,-101.80227347142856
ord_d7571781d304599ca5bc0143c377,cus_412ca2969b908920bed027911d7d,delivered,2025-02-04 15:17:41.875395,2025-02-05 11:17:41.875395,2025-02-06 11:17:41.875395,2025-02-08 11:17:41.875395,2025-02-09 11:17:41.875395,3.0,-1.0,0.0,Tuesday,February,6,21123.92,5,Durango,23.173087294392527,-101.6235708317757,23.173087294392527,-101.6235708317757
ord_9914a69926822fb16105a1f685b6,cus_ef759b3978bd25928a0349d35079,delivered,2024-12-02 13:42:24.035294,2024-12-02 17:42:24.035294,2024-12-04 17:42:24.035294,2024-12-07 17:42:24.035294,2024-12-08 17:42:24.035294,5.0,-1.0,0.0,Monday,December,49,10985.43,2,Campeche,23.349574490291264,-101.73260301456313,23.349574490291264,-101.73260301456311
ord_705a6e71315b0be7eab2213d69f8,cus_a18b33e5fa01d7069facade3b340,delivered,2025-03-31 20:44:07.371804,2025-04-01 16:44:07.371804,2025-04-04 16:44:07.371804,2025-04-07 16:44:07.371804,2025-04-07 16:44:07.371804,6.0,0.0,0.0,Monday,March,14,7172.699999999999,5,Querétaro,23.0446053556701,-102.26899526804124,23.0446053556701,-102.26899526804124
ord_b8d32007308a99785404c2b32a03,cus_6fd66ccb1216dde87066e85a80b4,processing,2025-08-13 12:33:29.468087,2025-08-14 09:33:29.468087,2025-08-17 09:33:29.468087,,2025-08-25 09:33:29.468087,,,,Wednesday,August,33,12629.61,4,Baja California,22.748869914438504,-101.35321593048128,22.748869914438504,-101.35321593048128
ord_c6334bf40b81bea211f057bc6dd5,cus_7cdc0f46c48748cf720573c8d7dd,canceled,2024-10-22 12:38:45.376892,2024-10-23 11:38:45.376892,2024-10-24 11:38:45.376892,,2024-11-01 11:38:45.376892,,,,Tuesday,October,43,13586.08,5,Chiapas,23.635797916666665,-101.459738734375,23.635797916666665,-101.459738734375
ord_099c5c346c68040567445834ea42,cus_42bbf1d908a1d0e718ff5d6b228f,shipped,2025-07-10 04:08:52.627162,2025-07-10 16:08:52.627162,2025-07-12 16:08:52.627162,,2025-07-18 16:08:52.627162,,,,Thursday,July,28,4027.5,4,Veracruz de Ignacio de la Llave,23.7237853988764,-100.58646290449438,23.7237853988764,-100.58646290449438
ord_8c2b4bf7ac11078f45b71f6b4b3d,cus_257c8c298d381f4785b407d9c0cf,delivered,2025-02-09 02:16:34.942359,2025-02-09 10:16:34.942359,2025-02-12 10:16:34.942359,2025-02-17 10:16:34.942359,2025-02-19 10:16:34.942359,8.0,-2.0,0.0,Sunday,February,6,2782.58,2,Tabasco,23.55964060427808,-101.81757081283422,23.559640604278076,-101.81757081283422
ord_e29b98fd8a1b13b580439095c16f,cus_105e9b966aae5a2e941259bd5853,shipped,2025-02-06 04:08:04.519089,2025-02-07 03:08:04.519089,2025-02-08 03:08:04.519089,,2025-02-11 03:08:04.519089,,,,Thursday,February,6,8904.9,5,Chiapas,23.635797916666665,-101.459738734375,23.635797916666665,-101.459738734375
ord_0b9983f99c161ac5a2440d575317,cus_effb6faf2eced48e0a0fdb019b80,delivered,2024-09-26 02:59:29.536082,2024-09-27 00:59:29.536082,2024-09-29 00:59:29.536082,2024-10-04 00:59:29.536082,2024-10-05 00:59:29.536082,7.0,-1.0,0.0,Thursday,September,39,13791.78,4,México,23.03047127513228,-103.56539993121692,23.030471275132278,-103.56539993121693
ord_d99c12a6d5cda56632e0e74f86df,cus_ec5d7a5e16ec04305170ada10489,delivered,2024-11-16 13:19:41.544442,2024-11-16 21:19:41.544442,2024-11-18 21:19:41.544442,2024-11-19 21:19:41.544442,2024-11-21 21:19:41.544442,3.0,-2.0,0.0,Saturday,November,46,12058.63,4,Morelos,23.792248505681812,-102.38969035227272,23.792248505681815,-102.38969035227272
ord_d9f3cf93507431a09512072a5321,cus_5fe0c944328b315cbe0e751f0414,delivered,2024-12-16 19:27:37.490165,2024-12-17 01:27:37.490165,2024-12-19 01:27:37.490165,2024-12-22 01:27:37.490165,2024-12-25 01:27:37.490165,5.0,-3.0,0.0,Monday,December,51,3723.71,4,Guerrero,23.383400323809525,-101.80227347142856,23.383400323809525,-101.80227347142856
ord_f32f46abfbaef779cf9a69a6c927,cus_e1684928af2dcb14b39e229a5aee,delivered,2024-10-06 19:27:07.588355,2024-10-07 16:27:07.588355,2024-10-10 16:27:07.588355,2024-10-15 16:27:07.588355,2024-10-15 16:27:07.588355,8.0,0.0,0.0,Sunday,October,40,3267.31,3,Tamaulipas,23.93780641089109,-101.83519119306932,23.93780641089109,-101.83519119306932
ord_372e1fd6d321394a158d5680b577,cus_7809b8b744f5646ef0d3ba3acfcc,invoiced,2025-01-07 13:13:13.890904,2025-01-08 10:13:13.890904,2025-01-11 10:13:13.890904,,2025-01-16 10:13:13.890904,,,,Tuesday,January,2,4448.58,5,San Luis Potosí,23.456913725388603,-101.99521921243525,23.456913725388603,-101.99521921243523
ord_4b3b5ba70abc58a33b12da665c82,cus_5a3fcb67c787dda884f2ee2b6f94,invoiced,2024-11-28 10:41:17.011918,2024-11-28 19:41:17.011918,2024-12-01 19:41:17.011918,,2024-12-06 19:41:17.011918,,,,Thursday,November,48,24238.01,5,Puebla,23.244168162162165,-101.26584157297296,23.244168162162165,-101.26584157297297
ord_047c47060e3bb321b7af0c8329df,cus_f160a3d5581f6e30d1dcf1031d38,delivered,2025-03-29 14:16:33.540154,2025-03-30 10:16:33.540154,2025-03-31 10:16:33.540154,2025-04-04 10:16:33.540154,2025-04-04 10:16:33.540154,5.0,0.0,0.0,Saturday,March,13,1071.23,5,Colima,23.259065543010752,-101.6969638655914,23.259065543010752,-101.69696386559139
ord_4cd55bd6146640bc4e0b373fb7d8,cus_d5091a669c3e1fde27ff35d672e1,canceled,2025-01-11 03:25:54.360336,2025-01-11 18:25:54.360336,2025-01-12 18:25:54.360336,,2025-01-16 18:25:54.360336,,,,Saturday,January,2,10341.42,4,Morelos,23.792248505681812,-102.38969035227272,23.792248505681815,-102.38969035227272
ord_a356d540f45351baf7fdb2beea57,cus_aa9a4a67391a3df9d99b4c646aae,processing,2025-06-15 06:14:33.299002,2025-06-15 22:14:33.299002,2025-06-16 22:14:33.299002,,2025-06-21 22:14:33.299002,,,,Sunday,June,24,9636.33,3,Nuevo León,23.55965682159625,-100.81775693427232,23.559656821596246,-100.81775693427231
ord_139de19e25c54e0b8310bb0af611,cus_8acfd27aa43f48840838e5026791,delivered,2025-03-18 04:37:37.582168,2025-03-18 14:37:37.582168,2025-03-21 14:37:37.582168,2025-03-26 14:37:37.582168,2025-03-27 14:37:37.582168,8.0,-1.0,0.0,Tuesday,March,12,15288.56,3,Oaxaca,23.266094454054056,-102.44178765945944,23.266094454054056,-102.44178765945945
ord_c9e838ec20139c943cf6aa067363,cus_d9eae6a45817b194758e0703e9ee,delivered,2025-03-26 00:09:26.318794,2025-03-26 16:09:26.318794,2025-03-28 16:09:26.318794,2025-04-01 16:09:26.318794,2025-04-01 16:09:26.318794,6.0,0.0,0.0,Wednesday,March,13,5292.81,4,México,23.03047127513228,-103.56539993121692,23.030471275132278,-103.56539993121693
ord_23b1e1435d76010c5af907c7fc2d,cus_edf3fc4e07ee8930720838ec6544,delivered,2025-04-22 20:36:15.842071,2025-04-23 09:36:15.842071,2025-04-24 09:36:15.842071,2025-04-26 09:36:15.842071,2025-04-29 09:36:15.842071,3.0,-3.0,0.0,Tuesday,April,17,10101.06,3,Tlaxcala,23.503681,-101.62337731578948,23.503681,-101.62337731578947
