customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cus_4f3326f2f68e7b09bba570b7fd97,b01131f5a54841572576,19512,San Claudia de la Montaña,Oaxaca
cus_175abc0a05048d5360ee06c0a34b,b49b747044f27b8d22ab,67920,Nueva Líbano,Guerrero
cus_3f1916f55466ade4ac89adf9962c,3b1467809c6955fc7e62,81655,San Emilio los bajos,Nuevo León
cus_753a18dbc2d06eadbdfb67c11c97,e4f4c4fa8105185ec2e3,04342,Vieja Pakistán,Colima
cus_2da7977d5df3c6836323d61ea865,50f19c3c919a7a42b20d,19024,Nueva Andorra,Michoacán de Ocampo
cus_de98328f78adca365103e2235fd3,70af4fe6a7ad215518cc,35439,San Natalia de la Montaña,Querétaro
cus_ed8b2d177fe08dc78c5b83af613e,1433d7a9344014a1d31f,62615,San Judith de la Montaña,Tabasco
cus_42319d8a36746bcff00794627677,47e7785b6d70fe4039ae,04997,Nueva Japón,Chihuahua
cus_ebda9da4894ca010e03471e8883b,3dd8134721d7186a566d,43288,Nueva Kuwait,Colima
cus_c0fcdff70558d199ba5a2b003b5d,660205ac11b5b2e717df,54522,Vieja Serbia,Guanajuato
cus_64c2213530c5d208faf84ac188b5,87e6d12271e73292ed0b,80723,Nueva Yemen,Baja California
cus_7258f711259706690d335cc2a136,811021c0df2a19c8a166,59084,San Bianca de la Montaña,Coahuila de Zaragoza
cus_eb4dc97941c01920edaaae8ef66b,4579c4c9665872a08982,61956,San Blanca de la Montaña,Hidalgo
cus_ee2f2e5eeac9294adf66aa9bf2c3,ef1a66aac9389e8ca56d,83466,San Nadia de la Montaña,Puebla
cus_8412d0a0f8d60a386975b5c2f795,c58765995014d9170695,60078,San Aldo los bajos,Colima
cus_5545789c853c6b1f317cef355ee6,4ff3ce608f83ff63590e,15144,Nueva Kirguistán,Querétaro
cus_619a79c47ae62e394649e9802341,198262b6182841cbef97,57754,Vieja Tayikistán,Michoacán de Ocampo
cus_64a6bf102e374b475fb78a1e2418,f509e009f49ff90b31a2,64719,Nueva Singapur,Baja California
cus_d81ef820d2eae5e0db8a5c2462a1,f3b996ce45e22543f0e0,84842,Nueva Rwanda,Distrito Federal
cus_496c57ba0c7b088a51d735dcd11b,e58e69c26129a6de99b8,86120,San Mariana los altos,Puebla
cus_ab7bdba54373eb90176e097b96fe,4627570125c61a789121,74550,San Evelio los altos,Chihuahua
cus_f8ca7245bb0c88be7ed1a3bf1cf8,8bf529d6ae04c330cc3b,29300,Vieja Namibia,Baja California
cus_f3ac2f2c244ac0961e877caabaff,4bff61ebffa654b1df89,54329,Nueva Samoa,Baja California
cus_eb68f9efb47b04254334c5686cad,1c0f451e88de8692cbfd,88549,Vieja Sudán,Nuevo León
cus_653b279cc7826718f160afbbdd39,aec610823c3fe43e2f15,62392,Nueva Kiribati,Morelos
cus_704e2467a53ef4df288d25ed9c9a,2e570f3e2ae93bd3ed4c,80093,San Felix los altos,San Luis Potosí
cus_9c638782974e5a2e1a18ca3e0608,c1d5b9a5fab04cf831ce,61584,Vieja Tailandia,Aguascalientes
cus_3c908cfb84561623636779a4fa78,405621b5238068544cea,31961,Nueva Iraq,San Luis Potosí
cus_cbbb5143d2da6c377f62e72ef27f,abb372e6a6440d188c3e,32505,San Elsa los bajos,Michoacán de Ocampo
cus_894462cbc3a21502459e5c881498,f0b37b0077009cf95354,12051,San Ernesto los altos,Colima
cus_6c8af3b144b57472c18cd14e79a7,c88c64d8b964088b1492,35658,San Nayeli los altos,Nayarit
cus_57137aa43f23ae92f99d3aca2249,9d85c383d2f455baf471,14896,Nueva Andorra,Veracruz de Ignacio de la Llave
cus_4f533d4fa2d98b73ee787df4cd15,4825c64f631358ea6f87,78813,Nueva Burundi,Quintana Roo
cus_e3c27177f776d9bf49f59a279803,6b8fbe5f5877776b14f7,54460,Nueva Líbano,Nayarit
cus_ad7800b8f84d7ae3b9064657b464,41064034c2c8fe0a7616,28016,Nueva Tailandia,Sinaloa
cus_0939ff61e1373b22d579ea717231,9d0ca778130bbd48674f,07048,Vieja Finlandia,Baja California Sur
cus_02b01cd68f433d89ea2df697a2d7,d9e445e895606a7705b2,83245,Vieja Kenya,Tabasco
cus_01313d6eced2896b3570f4e14aa0,cef2530be5d334423442,59963,Nueva Mauricio,Tlaxcala
cus_ad6f0d7fe2c6c3f84b3e0bb55c56,e0182520984aba802ea7,80167,San Mateo los bajos,Michoacán de Ocampo
cus_d9741048c326dfc71edf9ea557a6,ac15a2296e8042dd0588,38000,San Mario de la Montaña,Puebla
cus_063023c93b1f6bd2d281f3c035f3,08f1a98cfa9278759c63,93698,Nueva Venezuela,Morelos
cus_7ebecef999b3087df31acc9ac132,c1e461a2f4a63cc14b84,56481,San Joaquín los bajos,Veracruz de Ignacio de la Llave
cus_04627b3d8bd445f2d29eb8eb7b4d,0b360129d7666d21d265,67853,Vieja Mali,México
cus_2e3d4fa604d52fda195e654a1b1a,b36f91e07dbebd7fa815,37854,San Araceli de la Montaña,Guerrero
cus_d78132aaa7d3a3f484a127456bed,6c52e04dcd999534a9a1,19309,San Leonel de la Montaña,Oaxaca
cus_8145d3fa97735c4c63d3847345fb,8d0993431a4e35f86d7f,94927,Nueva Eslovaquia,Baja California Sur
cus_e205f2aaf4de470b572984c62e72,7c98110789bfc7fd71a7,99473,Nueva Costa Rica,Guanajuato
cus_7248707a9b531583d903fbba1124,a8047a540bc7fff3bd76,85628,San Santiago los bajos,Yucatán
cus_170bb2dc951c4ab7feeaac28d042,df84c6b7837a2f08d7e1,36540,San Mercedes los bajos,San Luis Potosí
cus_c2ce5f5fb6742fe2421d8ba8fd1f,b6e0933f7fa20da9c7e5,98774,Vieja Emiratos Árabes Unidos,Nayarit
cus_fe172a31337726cd406a15f0f2aa,7ca3e65a9545f07c4d13,26616,San Anabel de la Montaña,Sinaloa
cus_d36a699917d6ab4634fc6fa6837e,0edb23d0974c6ce913ec,76767,San Arturo los altos,Distrito Federal
cus_fbba83cd8525cc8ef6652811dc78,e0691017202ca7fc2885,58028,Nueva Líbano,Querétaro
cus_82935073954a7b2d72fe64543945,7e284573388cfdf753ae,84204,Vieja Nauru,Yucatán
cus_4a91978fc2e1958b3964ef56ef7d,7fd409b691be2b40c4ca,81505,San Paola de la Montaña,Guerrero
cus_c61854f3ff0686d7047710e3d695,672fcc6b5b71b1c064e1,27444,Nueva Vietman,Yucatán
cus_f794b8968397982f3ac4a58c33e3,e2a867dc408eb1f51c4c,69492,San Karla los altos,Baja California Sur
cus_8894bc22c980e1c9d5318544e299,9662cba2b4a75ff01d61,91748,San Itzel de la Montaña,México
cus_bdf8df9e74cead206844c285acf6,1ae9629d4f81b0ae3ca7,26729,Nueva Iraq,Campeche
cus_5056a6e29927137ff481be016afe,f74a16e296dd3e74ea93,73242,Nueva Botswana,Sinaloa
cus_0d9744c28adb469fbd9bcdc3ad5e,7e47550926bf121b5be2,43671,San Lorena de la Montaña,San Luis Potosí
cus_10713f39eb801b7907c0657acf5b,15db9b14ca42b23f6676,92326,San Gabriela de la Montaña,Guerrero
cus_c81f31889ebe7971b64521b8fb09,4b668d936c2b434759f2,99675,Vieja México,Coahuila de Zaragoza
cus_a35e1d852b628bfb33d8384adf51,aff0330d5fb9b24d916c,34443,Vieja Mongolia,Quintana Roo
cus_217cae6b1abe34c29a4bb9e47ae5,593ab3bc67b82de593aa,53524,Nueva Azerbaiyán,Quintana Roo
cus_9e28f8f6b6603269ce2f7ade3c41,501894239a03fbabe17a,97337,Nueva Chad,Oaxaca
cus_24ff13ae27af205a0b3c2bd76a13,4f901569d0525b153432,69437,Nueva Japón,Veracruz de Ignacio de la Llave
cus_e373e086a18007ac97087c5740ef,18f90a6b797da8133dc5,44043,Vieja Suiza,Tlaxcala
cus_ef55d862f6fbb7c93db7e4175283,14e2fcc4064478f683e6,14912,San Ana los bajos,Guerrero
cus_412ca2969b908920bed027911d7d,e713de6d6918abddf478,36031,San Marisela los altos,Durango
cus_ef759b3978bd25928a0349d35079,18feaa23c1e563711b8f,82307,Nueva Kirguistán,Campeche
cus_a18b33e5fa01d7069facade3b340,e7030f84be5be9035672,18029,Vieja Irán,Querétaro
cus_6fd66ccb1216dde87066e85a80b4,8a7472a7a2ca4956fbdb,85888,San Miguel Ángel los altos,Baja California
cus_7cdc0f46c48748cf720573c8d7dd,41854316f1b45c2670eb,43344,Nueva Gabón,Chiapas
cus_42bbf1d908a1d0e718ff5d6b228f,2acec6b3ec1323c523a3,66566,Nueva Islas Marshall,Veracruz de Ignacio de la Llave
cus_257c8c298d381f4785b407d9c0cf,72bc643a7a095fb2e741,46003,Nueva República Centroafricana,Tabasco
cus_105e9b966aae5a2e941259bd5853,7192e16c225456c3b6aa,67322,Nueva Irán,Chiapas
cus_effb6faf2eced48e0a0fdb019b80,5b6bc6f30fe1fd1ebe23,19792,San Delia los altos,México
cus_ec5d7a5e16ec04305170ada10489,203a27a32d09fdab2c1c,72368,San Mónica los bajos,Morelos
cus_5fe0c944328b315cbe0e751f0414,0c67a2caa279ee56b38b,60893,San Emilio los bajos,Guerrero
cus_e1684928af2dcb14b39e229a5aee,9ce8ee8dac8eaaf1c351,41135,Nueva Guinea Ecuatorial,Tamaulipas
cus_7809b8b744f5646ef0d3ba3acfcc,149f7836d68ddefc174e,98514,San Frida de la Montaña,San Luis Potosí
cus_5a3fcb67c787dda884f2ee2b6f94,0e51f920df191682bd38,22327,Nueva Dinamarca,Puebla
cus_f160a3d5581f6e30d1dcf1031d38,710d45066a33fb765d12,86418,San Daniel de la Montaña,Colima
cus_d5091a669c3e1fde27ff35d672e1,bf2cdad9531814414b90,75273,San Ricardo los bajos,Morelos
cus_aa9a4a67391a3df9d99b4c646aae,9216f4dc7558e1074097,42992,San Josefina los bajos,Nuevo León
cus_8acfd27aa43f48840838e5026791,c227e1c1ca018b403eea,78054,San Ana María los bajos,Oaxaca
cus_d9eae6a45817b194758e0703e9ee,a2a31f85c7d315ba6ad2,17896,San Gerónimo los altos,México
cus_edf3fc4e07ee8930720838ec6544,8d264a979d37cfeb7d83,89364,Vieja República Unida de Tanzanía,Tlaxcala
cus_b6ec86c9f17eb233a9bdc70609fa,a4ddbde97ef3c96ddd22,40706,San Cornelio los altos,Coahuila de Zaragoza
cus_4ba62d7279a1a0fdbaa4e508eb65,2b19ea689d92c802c885,11017,San Gerardo los altos,Campeche
cus_6c140f6f146b065fb62886b016db,d0fbf650e00e0bc90b9c,76135,San Cornelio los bajos,Hidalgo
cus_35b252f5ff23d51ba5cc90d028ca,576d9f91a55502ef4abf,77196,San Frida los altos,Chihuahua
cus_0841b6b04d1abe42abf2d281bc49,fbcc554e247a673d6d37,30446,Nueva Afganistán,Aguascalientes
cus_fca388d70ceda227050266bf9bd5,f190efd927db6f701749,60134,San Yuridia los bajos,Tlaxcala
cus_7c2ee1dd134716186e4e5299799e,17f0f1be662be722f24f,49442,San Humberto los altos,San Luis Potosí
cus_989552ec1bda5505ce90898a5b0b,67cf854f333b2cfc9511,51387,San Esperanza los bajos,Coahuila de Zaragoza
cus_74ac5391d9ecb4ced97282be30f9,dd4b7efb038702759703,52514,Vieja Sudáfrica,Aguascalientes
cus_1231850505f2737ed3fa1a6a6827,b3275c7b5caf3bdf9b32,35654,Vieja Bélgica,Sonora
cus_eb166043e71b2ddda044e5e532d9,1b198c42376e1b27b9b4,32271,San Carlos de la Montaña,Querétaro
cus_115426a7049db986402dc5cd7973,cb4e316965cec58a15d4,34213,Vieja República de Macedonia del Norte,Oaxaca
cus_5b41c6513e6a0f17747cf4795f40,f28fd786b8da14f913f7,41474,San Teresa los altos,Morelos
cus_0df5dbba18df7eb546610241dd1f,9f2be69860aae2c9e334,23342,Nueva Francia,Chihuahua
cus_a1398b7a8c9e8c5394f3fb784102,f9bb0bba4c2bc1097a63,99032,Nueva Antigua y Barbuda,Tabasco
cus_dfb9803139e53b0e22533367d05a,1d5312a1e7ed6100d968,26855,San Celia de la Montaña,Chihuahua
cus_2c3d492b0877a4de07a78c8baee8,5140fe53cd4cd44143a7,47802,Nueva Reino Unido de Gran Bretaña e Irlanda del Norte,Oaxaca
cus_678082d99dfb7dd9e88f7e452071,7d444339de35c34c8db7,72705,San Anabel los bajos,Tabasco
cus_a5253473a5b457b33a5702167b86,e4733498669b7189bb1c,47115,Vieja Myanmar,Morelos
cus_4a1a67a7dbe9413a504120b56a33,595c8dedc6d2634d46bd,06267,Nueva Croacia,Zacatecas
cus_639ec71fe437092acc28e29ed209,89793791a68e87e247d5,47875,San Joaquín de la Montaña,Durango
cus_c88ca333f34fab469f9e15280b05,256b97af34ffe488eeab,55802,Nueva Albania,Aguascalientes
cus_f9696d4a353aeda91318e5981de6,9c36b1000fbc3a0a8a57,09649,Nueva Alemania,Zacatecas
cus_2d4eb48496be200c5057139be0ca,996b2795b30755d5ef51,21391,Nueva Sudán del Sur,México
cus_e49f7a03e82602d327c8776f4720,ad8845aee0711710a5bc,69513,Nueva República Unida de Tanzanía,Michoacán de Ocampo
cus_ea207d82631a33eefb11df3431fa,ec7e96604935e020e9ca,69409,San Anabel de la Montaña,Sinaloa
cus_a4453b79c0071536fe72389c1778,a52be086df8b784066ab,88628,Nueva Swazilandia,Campeche
cus_636882b17ba43f2ff597ed1157d7,c58d825625d0d5fc0256,05747,Nueva Rwanda,Tabasco
cus_35a05dce77149e605c4256d50e6f,ba957cae0a76ff02cb5f,83332,San Abel de la Montaña,Hidalgo
cus_0cf7e3afd417ef1be5b88464ddfa,6e27a8a3fd20f3a19ec3,10557,Nueva Serbia,Baja California Sur
cus_c5bad161346795b59bf2a2e4bd1f,bc86cdf3bfa3ccaae659,25661,San Emiliano de la Montaña,Aguascalientes
cus_a885c99b710174f73f43f8b17de2,475866625bd810f48793,69166,Vieja Marruecos,Campeche
cus_035188b4323fb954f14b390521d8,89d76fd2bfb8d3adc063,58801,Vieja Granada,Tlaxcala
cus_2849f1f62eab02a1fcd97bf81625,f74510b5e8993f435918,06671,San Fabiola los altos,Jalisco
cus_ea32d967fc97849d9526ff3b8e95,5685520122c57179b85a,43580,Vieja Andorra,Nayarit
cus_4d9531473c5971b61c93c2656291,6dd912cc6d9ad014ea0f,46781,Vieja Suecia,Guanajuato
cus_657dc26fe84d385b6b69a85ea5b4,a4b34304ff52724262c5,71786,San Elisa los altos,Aguascalientes
cus_cc62e39a5925465c81bf88fa890b,395ea58ea3e137511259,08140,San Paulina de la Montaña,Guerrero
cus_1f87be30a405b3beb0441dc6c8a8,6a3f7081b98c7d166bde,59885,San Wilfrido de la Montaña,Coahuila de Zaragoza
cus_ee479e9e85b067a67a08d706091c,ffd8759eef3437e64911,75150,Vieja Sierra Leona,Coahuila de Zaragoza
cus_70e38ce8513104b2c9f2b61b74d7,d1b281c3e14905469cb0,55236,Nueva Malta,Aguascalientes
cus_ee2a10c63d5992eb9b46def054f4,736b185723e61b446dec,37086,Vieja Libia,Guanajuato
cus_87b857baace2ad6692798cbd8a8e,ce4585f04327218598b0,56460,San Adán los altos,Chiapas
cus_7b1a75c985fe6f0ce6f04f5c9aaa,b9e642064f09d0b8ae9f,03172,Nueva Israel,Baja California
cus_936b0d7afcea2efc8165cce28ff5,864b8700d34a77dcd249,49257,San Jaqueline los bajos,Coahuila de Zaragoza
cus_ac64d3e8133fb142e3858cc1bd3c,5e90213621aad85bd701,50797,Nueva Colombia,Durango
cus_03a7f2c7434304fc54089d69b909,5a9161fc7d5c4524a24f,75364,San Nancy los bajos,Oaxaca
cus_f8a024faa2837acba966b1a25cc2,bdf838d4d1b343fc8e77,88481,Vieja Kenya,Durango
cus_2f33d90dd2abd91cd2d1b5896242,aeae6e3b08f73905bc40,75067,San Julio César los altos,San Luis Potosí
cus_1eae808206cb664bd05409ef1404,5dde1b17518f9b42ba4d,50414,Nueva Afganistán,Veracruz de Ignacio de la Llave
cus_9ac1b08cf665e2f7eeb0035837cc,4889d402146815aad2cf,87479,Vieja Cabo Verde,Baja California Sur
cus_51cf90d24d991ffa8576a0b26b04,622aeecdefa6b26bb721,45381,Vieja Turquía,Nuevo León
cus_a27782c0b33ecd72720645a037f3,a69928d3dc3d15e15021,21058,Vieja República Popular Democrática de Corea,Baja California
cus_79c46275843c639b3ee29f4405c0,cdb26cb9053567374e8d,26931,San Tomás los altos,Sonora
cus_c66dd3f82197f115377d80381921,0e76746018418b3558d0,45218,Vieja Islas Salomón,Baja California Sur
cus_359e851dfcc73880ab50bc28d05a,3738b06afaa9da9b9bca,89772,Vieja Dominicana,Yucatán
cus_250db9446e4439e2731768f4aa8d,7a030ff8e55466647ab4,92699,San Abril de la Montaña,Baja California Sur
cus_572ba44c3e154e305e8c502f4bdc,5ca89411cd4df7a254ab,41441,San Nancy los bajos,Guerrero
cus_52cc4a4a50db74bc15811c19d2a4,e3cd9b01309c080837ff,00722,Nueva Bahrein,Tabasco
cus_f03e88d8416639d6aaa0ffdb3374,7e7b228083fc9913b048,43893,Nueva Jordania,Nayarit
cus_eeb5521d61d4d4476ef4912251b9,95ad223a12aabf8b42f9,36777,Vieja Islas Salomón,Quintana Roo
cus_cabbfe1a3a8cc6d3000bda4803fd,de845dc8a759d97bac32,89044,Nueva Madagascar,Chiapas
cus_8ce230d4050bf11b7410b2c9e30c,72cfa0fce9e7af6a01ee,95866,San Amanda los bajos,Puebla
cus_a2bcd88a89fab596904b6c055f72,f90acc1cc29c49b0f535,07763,San Susana de la Montaña,Oaxaca
cus_149f30a5680fe53a7f849ee0e5b2,62a5ffa83a9a7df1a80e,36482,Nueva Marruecos,México
cus_7b0321184f4eb5230c3e0b449723,9acb8136f2b7e139a02f,51587,Nueva Líbano,Quintana Roo
cus_e648ab78b15d42257597c4d67a40,9cdb5bf4ff62122c7259,38904,Nueva Ghana,Querétaro
cus_ef0ddd482f7a38f6a65ab6096208,b3d10c7133d72bf8b194,91455,San Patricio los bajos,Tabasco
cus_8e8431315a58fcd4f6c582c41415,2ce3ddb039b3e46db841,95212,Vieja Marruecos,Zacatecas
cus_3ae8e71243df33b813810deac78a,f388abbfbe34bbce462f,60607,San Frida los bajos,San Luis Potosí
cus_a41279e1fa1269dc8ef087384e9f,1fac2da3e18afab08d61,40260,Vieja República Dominicana,Tabasco
cus_9c73479e56557698e27007b29418,aad5b07a1a85fbd285ab,49690,Vieja Dinamarca,Coahuila de Zaragoza
cus_f7e9e42ec75a5ea52d91601ad8cb,3f5aa9f5a26e35cd85fc,29493,San Rebeca de la Montaña,Zacatecas
cus_6259b7176fbc6c51a786526204a2,bf7ce84e797f149246fe,83345,Vieja Timor-Leste,Zacatecas
cus_dfca348256d00428d7fd0160619d,019bced2507b432d4188,89197,San Pilar los altos,Tabasco
cus_99cff37573dc05f55068ac2968b0,72d2bb58e0b4863b980c,65274,Nueva Jordania,Michoacán de Ocampo
cus_f3c739aa61b8ea8b453188e4447b,cd5aa8e6657d3844ccde,57295,San Mariana los bajos,México
cus_7ff4f7ae396bcb712dab98427a9d,507ae1212e6487831077,97487,San Eva los bajos,Coahuila de Zaragoza
cus_17ce56f477f583561b9dad9833db,dc2cc3d845426646cf72,73350,Nueva Swazilandia,Querétaro
cus_a160c162627c98d8d8a20eb5adae,51ea171e73d5326d5072,78895,San Adalberto de la Montaña,Distrito Federal
cus_772cfbcd6556608271f84df0796b,536f51a1430348d737fe,23658,San Patricio los altos,Quintana Roo
cus_252ddac2cbcb450f2312cc88d93c,b0d6a9df9d673b60afac,10344,San Reynaldo de la Montaña,Tlaxcala
cus_a5f3377f503b67aa12ad2f3b9262,6866dfacbe3870d054c9,28081,San Camila los bajos,Hidalgo
cus_b985c8c39f7404ef7a7cfa8dd606,5b8a58d3f7e94f2245f4,89643,San Irma los bajos,Morelos
cus_e45806ce5e3071855de81b2c66df,e19c018ff5c25610382f,94698,Nueva Japón,Michoacán de Ocampo
cus_b6d0f9190851455417cfbfb47942,71141330c2035c63745a,49033,San Claudia de la Montaña,Durango
cus_856170211679daf6ccd5ddf7aade,6c8d9de4cfd2e265d008,35760,San Augusto los bajos,Aguascalientes
cus_dbb5e11c16ccaa41e48c1f318a77,49d05b9d94b55daeee48,44923,San Karina los bajos,Colima
cus_764998237fc516f2642fc07493b3,29b3c4da661614860a82,14879,Nueva Liberia,Durango
cus_1d7d4e7d268d1088351482cf4ed6,8a566d616fa94dc43b2c,28724,Nueva Lesotho,Veracruz de Ignacio de la Llave
cus_021e545bbc2f1e52943d70048be1,7be200937d7eb3a704c0,98028,San Espartaco los altos,Chiapas
cus_82b93d7041fad06c29c181d06c4f,16abfbad5bb889f302f4,69872,San Lorena de la Montaña,Coahuila de Zaragoza
cus_7b0722ea1982465ae6763ece7476,458b875332f384d77472,88765,Vieja Tailandia,Oaxaca
cus_118872b051143c4b90291524a5aa,52defdd9085aace48a27,33651,San Dalia los altos,Nayarit
cus_3588c532cf4b50681ba4999b1f23,6da24466b01bc3af0595,82053,San Gilberto de la Montaña,Querétaro
cus_83e50035084bc49b4a22f16f0c72,0d0975b819a0a77a35bc,68924,Vieja Saint Kitts y Nevis,Chiapas
cus_22ad3464e0425d2deea06f781b4f,76f218baec9b90ad3d7f,71256,Nueva Eslovaquia,Nuevo León
cus_f12a1689836394fecbb1988f8850,da7eecfc68400457ea09,84636,Nueva Camerún,Aguascalientes
cus_af175a9b70c9cf004b906d624b96,2c93ec33d95794185419,79426,San Aldo los bajos,Oaxaca
cus_6c170adf0550d8de899d5bc888c4,147508be9fb4d71d0827,86470,Nueva Mozambique,Distrito Federal
cus_c2318cbcfd194ebea47e0138615f,ef10ab7a4b1992744a27,20489,Nueva Ucrania,Hidalgo
cus_0fe10f0ec52a950d6ee44a9868a1,7baa400bbab6715e2b8b,48234,San Felipe los bajos,Querétaro
cus_acccab6026c1a6a3c97905302e6c,a89774091ed2dc3c94c9,56924,Vieja Sierra Leona,Nayarit
cus_9978fec0a7c695e9e54250fb09cc,4adf194c8d573486ff2b,18419,San Abel los bajos,Quintana Roo
cus_41e61620271f72a35b4330d708d7,024d4351094e60773e0c,81408,Nueva República de Moldova,Puebla
cus_21ffdfb1bf3f8b5f761e972a581e,43a20ace215e0e72940d,09207,San Lourdes los bajos,Tabasco
cus_71fc0f53556c6dc8d325d3d734f8,a3737500302251c74505,59603,Nueva Luxemburgo,Zacatecas
cus_631bc457e0a1812429f27f0c1c7b,9fd0288b585133449fa4,02235,San Nancy de la Montaña,Durango
cus_be0cb7d8702389b4e8e654c88156,d94cf38374ec4f59d6dc,61356,San Marisela los bajos,Campeche
cus_64f11642dcffd8ec7a0d0ccf36b1,15230422494a319c366c,86614,Vieja Eslovenia,Sonora
cus_2e40fa7e5885168abdcbb515a148,0606e4d71da723176097,18590,Vieja Côte d'Ivoire,Michoacán de Ocampo
cus_ec90407545d97d8c086ce061f8a6,2c1f64f35de2ff286088,31610,Vieja España,Yucatán
cus_15055e24d23e46bfa41ad31e65de,87d917cf0b50c1dded51,23137,San Gerardo de la Montaña,Chiapas
cus_9f9b00affdabf4de662589a4da6f,ac3ba62b69055788300e,74409,San Claudia los bajos,Coahuila de Zaragoza
cus_43bec227b8aa1607243b7e921a11,cd0b414716e0ef24c884,62254,Vieja Chile,Yucatán
cus_43f96861a0e217664517bcba9b9f,550845992a6fa2ea53be,64690,San Oswaldo de la Montaña,Nayarit
cus_b067838b5a9e17366ecb8cb7d5ce,7a11407bd9311d10529d,26341,Vieja Líbano,Baja California Sur
cus_3eb982565f2823292d931d2d8224,b75fc43c18a67aa38409,13643,San Leticia los altos,Baja California Sur
cus_36a504239c7d44a9e9e75bcc7e7f,3b6c19ba664e0b754543,74578,San Ana María los altos,Baja California Sur
cus_4883ac91dd857000d6248c0cfa32,a6c3542edbd5928719e6,62394,San Enrique de la Montaña,Chiapas
cus_df59f256530383b35cf5f9b214b3,b1d85a2e2cbe6a98f351,21937,Vieja Kirguistán,Guanajuato
cus_c981c9266ff30b271fe16b0992c7,3c88641aa96c6bd9d68e,04557,Vieja Kuwait,Aguascalientes
cus_a8053415a2dd406514753ebde5a3,06d06af1386784d59d60,77846,Vieja Nicaragua,San Luis Potosí
cus_d0333cff88b24d893228e07c38b4,e742a40f697df9b824e2,86155,Nueva República de Moldova,Michoacán de Ocampo
cus_50e8238cadf052598ddc298a9120,953198c12745587e774c,41217,Vieja Portugal,Puebla
cus_e01f13437a834769fe0476974b47,81559a78f0fe6f156018,87219,San Georgina los altos,Puebla
cus_f8200ae34b6366f07762e716ff55,cdb92e7f49234d418c7e,02323,San Tania los bajos,Chihuahua
cus_61ac7b9c1daa73b3a1e097f759a2,b98b43700cd5202dede9,82424,San Aldo de la Montaña,San Luis Potosí
cus_7bac4f7b5e77ab8cb5fe6749d645,06bf7a021535fa0f6076,98046,San Arturo los altos,Chiapas
cus_aab405f0389e2eab01ccc6cd9d0c,1aa68355f6978a00f5c7,80792,San Lucía de la Montaña,Tlaxcala
cus_2f21a99d46a5642a38c7724102eb,9f655a2563076c3c3c16,79361,San Salvador los altos,Guerrero
cus_b987927e10f0b2926fda641a448b,8d260fcb13d3073dfb21,79500,Vieja Eslovenia,Baja California
cus_5d23b93edc36a1a79b5b2875c016,45b1d42b196b90488ad6,15482,San José Emilio de la Montaña,Oaxaca
cus_aa49ce18e9612cc0c558ab037d59,fe1311fc49c8ea00a32a,65851,Nueva Lituania,Hidalgo
cus_4ed226ccc88dec99901dd9846c05,c1ac49e8ea269ffc81f2,37151,San Horacio los bajos,Aguascalientes
cus_aeaa779fa6bf9a74ae22d6b92f7f,b67b299caa892d80e59c,54022,San Fidel de la Montaña,Yucatán
cus_e8c5eb91245a4f2c708c43581844,0b0833eb4fb45e3e1955,87551,San Trinidad los bajos,Chihuahua
cus_3870c8f1bd04b65512b458fe0398,e7001e7cd83bd1880947,95843,San Gonzalo los altos,Zacatecas
cus_9fa4511d167dbb7d8c107215480f,2e5bd6c27bccf04e1c48,72942,San Cecilia los altos,Durango
cus_b35fdcfef03570d1e1aeecda08da,14997cb9f33c8b7485c1,43956,Nueva Sudán del Sur,Querétaro
cus_e86a92871de2a6801fce97b88989,edb0b214eb522017211b,81440,Vieja Montenegro,Michoacán de Ocampo
cus_eeb83d825ef74290f19a325cb525,a28b6344e80fd89c6e87,27305,Nueva Federación de Rusia,Chiapas
cus_876be228c0816a3a525b6f5a01f5,94bf157722b4d908b773,62071,Vieja Honduras,Tamaulipas
cus_05a65bab087fc0f12498d3386130,3f0c70163467a3962475,94139,Nueva Nueva Zelandia,Puebla
cus_fef6bcc83750bcb69ae021d0d77b,0fb3d70f51d31d68bd26,81896,Nueva República Democrática Popular Lao,Veracruz de Ignacio de la Llave
cus_f6cd2427b2b4ae1bb3fc0d8e4356,4f86dda7de6b4d02b141,95374,San Fernando de la Montaña,Michoacán de Ocampo
cus_46726237b5ac9619058de49684ad,4b411d97064fc3040349,65336,Nueva Uruguay,Michoacán de Ocampo
cus_cb6cdc8ae3433372ed874a9fd2fd,a29e698e96f23f0bc404,20186,San Cristina los bajos,Chihuahua
cus_d7c12dd520f4d7125cc9049ab62b,549bc5e21521c118080a,49038,San Francisca los bajos,Oaxaca
cus_b198b3fd36ef44fb0f07c4cd2b9f,b83fc39b8e8238ad94bc,65114,San María del Carmen de la Montaña,Nuevo León
cus_7e817194b498c9141567f08280a9,f07487a8a74737ace445,23603,Vieja Sudán,Hidalgo
cus_98bbdce01745850ef8ef39b006ba,0f324f72ba2f83e3fadc,92627,Vieja Georgia,Distrito Federal
cus_4997bd356700d9fe8929449a00b8,a33417e5ef8cdff91b1a,55943,San Blanca de la Montaña,Sinaloa
cus_53a06554a082965ab74226b500d6,0549270a2481ded0d71a,58421,San Gonzalo los bajos,Quintana Roo
cus_b5f6b7d01d07a4a7aea3ce555b82,3fdf9824e8a670795bb8,14094,San Gabino de la Montaña,Durango
