geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
92415,28.593547,-116.564455,San Patricia los bajos,Puebla
92415,26.038922,-96.402121,San Leticia los altos,Guanajuato
92415,19.646465,-92.610463,San Genaro de la Montaña,Veracruz de Ignacio de la Llave
10498,30.817487,-113.958427,Vieja Islas Salomón,Yucatán
10498,28.192838,-90.198342,Vieja Senegal,Veracruz de Ignacio de la Llave
10498,15.767992,-103.300688,Vieja Estonia,Nuevo León
76036,30.043971,-108.753245,Vieja Santo Tomé y Príncipe,Zacatecas
35077,29.842058,-103.522487,San Carolina los bajos,Colima
35077,30.51273,-116.500516,San Luis Manuel de la Montaña,Guanajuato
35077,23.348481,-104.399146,San Andrés los bajos,Guanajuato
59659,27.180987,-101.877599,Vieja Mozambique,Nayarit
59659,15.588808,-93.261778,San Elena los altos,Nayarit
2316,29.548267,-90.43907,San Federico de la Montaña,Zacatecas
2316,21.943688,-105.231211,Vieja Costa Rica,Aguascalientes
67853,24.410012,-88.425457,San Rosalia los altos,Quintana Roo
67853,16.008627,-116.236064,San Nicolás los bajos,Morelos
67853,22.804299,-107.799117,Vieja Kazajstán,Sonora
35090,29.311265,-104.620496,Vieja Niger,Jalisco
35090,28.465174,-97.103878,Nueva Etiopía,Coahuila de Zaragoza
35090,30.662468,-105.427824,Nueva Saint Kitts y Nevis,Querétaro
2323,19.356222,-94.052516,San Marisol los bajos,Sonora
67861,19.078103,-102.007449,San María Luisa de la Montaña,Tabasco
67861,21.248363,-87.330215,Vieja Israel,Baja California Sur
18712,25.713549,-90.805928,San Agustín de la Montaña,Nayarit
43288,24.614855,-99.82325,Vieja Emiratos Árabes Unidos,Zacatecas
2328,22.069315,-115.832684,Nueva Etiopía,Campeche
76059,15.918297,-103.8027,Nueva Austria,Coahuila de Zaragoza
76059,24.469827,-87.380573,San Nancy los bajos,San Luis Potosí
76059,27.187186,-93.49929,San Hermelinda los bajos,Durango
51483,31.472896,-112.153816,Nueva Cuba,Aguascalientes
51483,28.161704,-114.57286,San Cecilia los bajos,Querétaro
43300,26.100179,-94.526147,San Gabriel los bajos,México
43300,27.882062,-109.296143,San Oswaldo de la Montaña,Aguascalientes
76071,17.390454,-112.165188,San Isaac los altos,Querétaro
76071,21.507797,-94.926955,San Eloisa de la Montaña,México
76071,24.793504,-106.91393,San Marcos los bajos,Querétaro
18735,30.047841,-113.748244,Vieja Kirguistán,Michoacán de Ocampo
43311,17.440215,-111.598539,San Leonardo los bajos,Nuevo León
43314,24.434617,-113.965964,Vieja Liechtenstein,Nuevo León
26931,30.911827,-89.563289,Vieja Perú,Guerrero
26931,25.083859,-95.286358,Nueva Swazilandia,San Luis Potosí
92468,16.422914,-104.422896,San Jaqueline los bajos,Tabasco
92468,16.054928,-107.293411,Vieja Cuba,Guanajuato
92469,15.372281,-105.082457,Nueva Senegal,Oaxaca
2357,21.531079,-91.751072,San Martín los bajos,Chiapas
2357,28.723273,-95.258203,Nueva Argelia,Tabasco
2357,31.449442,-107.019006,San Noemí los bajos,Durango
2355,16.071476,-97.642715,San Wendolin los altos,Querétaro
2355,29.929288,-108.723997,Nueva Colombia,Colima
2355,27.585757,-110.114372,San Camilo los altos,Nayarit
35123,19.968606,-110.326719,Nueva Ecuador,Tlaxcala
35123,30.771867,-89.669875,Nueva Mali,Nayarit
35123,17.18215,-104.757137,Vieja Seychelles,Oaxaca
84283,28.487026,-86.525325,San Germán los bajos,Baja California Sur
10557,23.311136,-89.567985,Nueva Kenya,Baja California Sur
10557,18.918797,-109.976613,San Adriana los altos,Colima
2367,31.498806,-94.835531,San Vanesa los altos,Coahuila de Zaragoza
35137,32.028345,-90.813888,San Cristian los bajos,Oaxaca
35138,23.124671,-87.341213,Vieja Namibia,Colima
35138,18.448739,-103.470845,San Samuel de la Montaña,Tamaulipas
26947,19.425898,-115.657859,San Abelardo los bajos,Colima
26947,20.980249,-108.866646,San Patricia los altos,Jalisco
26947,29.20096,-103.116791,San Blanca los bajos,Michoacán de Ocampo
51526,15.001404,-94.574921,Vieja Irlanda,Puebla
51526,29.465036,-116.347006,Nueva Kuwait,San Luis Potosí
51527,29.981145,-106.156893,San Lucas de la Montaña,Morelos
67920,28.996509,-102.618858,Vieja Libia,Nuevo León
67920,32.014153,-95.076764,Nueva Papua Nueva Guinea,Nayarit
43344,29.244139,-102.793416,San Soledad los altos,Hidalgo
43344,22.924536,-102.016373,Nueva Bélgica,Michoacán de Ocampo
43344,26.063677,-100.679279,Vieja Islandia,Quintana Roo
92503,20.325132,-87.046223,Vieja Timor-Leste,Puebla
10590,24.3702,-94.002074,San Celia los bajos,Querétaro
10590,26.652544,-116.142329,San Anabel los bajos,Hidalgo
10592,19.466034,-116.609103,Vieja Cabo Verde,Oaxaca
2402,22.614354,-93.834422,Vieja Eslovaquia,Guerrero
2402,21.362051,-94.540755,Vieja Bolivia,Veracruz de Ignacio de la Llave
2402,19.272543,-101.354116,San Bruno los altos,Sonora
76135,15.836948,-112.070733,Vieja Sudán,Baja California
76135,24.320206,-111.403793,Vieja Colombia,San Luis Potosí
76135,31.21441,-115.20748,San Joaquín los altos,Colima
35175,27.74813,-111.134845,Vieja Hungría,Hidalgo
35175,31.173672,-90.276018,San Claudio los bajos,Guanajuato
10604,22.291652,-89.92951,San Fabiola de la Montaña,Chihuahua
10606,19.116658,-93.908453,San Augusto de la Montaña,Veracruz de Ignacio de la Llave
10606,26.091056,-99.509362,San Leonor los bajos,Guanajuato
67953,14.934865,-89.388963,San Rubén los bajos,Nayarit
67953,27.464364,-110.912708,San Abelardo de la Montaña,Campeche
26994,20.061718,-109.228545,Vieja Turquía,Tlaxcala
26994,19.461145,-101.266957,Vieja Trinidad y Tabago,Sinaloa
26994,31.19868,-112.459708,San María del Carmen los bajos,Tamaulipas
59763,15.671694,-113.099634,Nueva Brunei Darussalam,Puebla
59763,16.733593,-87.015459,San Luz los bajos,Chiapas
92529,29.327743,-92.7453,Nueva Haití,Yucatán
92529,25.705507,-95.043172,Vieja Armenia,Quintana Roo
92529,15.564703,-111.129315,San Sonia de la Montaña,Baja California
18806,29.92707,-90.810878,Nueva Botswana,Querétaro
2424,28.846106,-99.236826,Nueva República de Moldova,Puebla
2424,22.018782,-97.046933,San Georgina los bajos,Distrito Federal
2424,29.794482,-104.070743,Nueva Trinidad y Tabago,Guanajuato
27001,26.632672,-99.090686,Nueva Albania,Nayarit
27001,31.237344,-113.948453,San Esther de la Montaña,Oaxaca
92537,30.492899,-103.316439,San Sergio los bajos,Michoacán de Ocampo
92537,31.281859,-108.648806,Nueva Tailandia,Guerrero
27002,28.216478,-114.286884,San Dulce de la Montaña,Colima
76158,30.201353,-116.501555,Nueva República de Macedonia del Norte,Colima
35199,31.290131,-110.384254,Vieja Eslovaquia,Tabasco
35199,18.488813,-99.384381,Vieja Austria,Colima
59778,25.323823,-111.11041,San Rolando los bajos,México
59778,21.967649,-106.516352,Nueva Gabón,Querétaro
59778,23.995031,-110.961613,Vieja Emiratos Árabes Unidos,Tlaxcala
51587,32.425926,-113.767264,San Santiago de la Montaña,Tamaulipas
51587,27.110259,-88.041733,San Zoé los altos,Colima
76167,25.210495,-114.955405,San Rafaél de la Montaña,Veracruz de Ignacio de la Llave
76167,16.409316,-104.246599,San Bruno de la Montaña,Quintana Roo
43402,18.356903,-107.258596,Vieja República Checa,Jalisco
43402,29.866043,-89.438402,Vieja Bangladesh,Guerrero
35211,14.609617,-96.455806,San Abel los altos,Oaxaca
35211,15.025151,-111.092452,Nueva República Democrática Popular Lao,Coahuila de Zaragoza
18828,17.41548,-96.462841,San José Eduardo los altos,Guanajuato
18828,19.505125,-113.814875,Nueva Israel,México
18828,25.052219,-90.097725,Nueva Lituania,Chiapas
35210,24.874488,-91.247341,San Uriel los bajos,Sonora
35213,19.283967,-93.456339,Vieja Tonga,Aguascalientes
2451,18.333978,-87.983485,Vieja Congo,Baja California
2451,26.408297,-107.688498,Nueva Dominicana,Durango
10644,16.840213,-104.015383,San Jerónimo de la Montaña,Aguascalientes
10644,27.342731,-105.797214,San Gabriela de la Montaña,Sonora
35221,25.987736,-90.648609,San Abelardo los altos,Tabasco
35221,29.503717,-86.587141,Vieja Uzbekistán,Veracruz de Ignacio de la Llave
35221,17.820396,-111.605276,Nueva Afganistán,Tamaulipas
2454,24.509927,-92.113399,San Amador los altos,Yucatán
2454,23.638259,-97.118675,San Eugenia de la Montaña,Tlaxcala
2454,20.620633,-100.188305,San Jaqueline los altos,Distrito Federal
67991,18.169724,-108.798313,Nueva República Democrática del Congo,Jalisco
67991,26.392737,-95.922788,Nueva Bosnia y Herzegovina,Sinaloa
67991,21.280035,-87.718362,San Luz los bajos,Yucatán
67990,18.502993,-100.278861,Nueva Honduras,Aguascalientes
67990,25.123673,-100.053449,San Cynthia los altos,San Luis Potosí
67992,32.016299,-114.095644,Nueva Colombia,Yucatán
10647,24.005787,-108.160461,Vieja Rwanda,Guanajuato
59805,20.050986,-104.343621,Nueva Brasil,Puebla
59805,24.582974,-106.862693,San Jorge Luis los bajos,Guerrero
43423,15.601748,-102.319009,Vieja Bahrein,San Luis Potosí
43423,20.334234,-113.667202,San Ramón de la Montaña,Baja California Sur
27040,18.859319,-97.155717,San Cornelio de la Montaña,Baja California Sur
27040,30.714121,-98.281804,San Vanesa los bajos,Chiapas
27040,24.826773,-111.830955,Vieja Côte d'Ivoire,Aguascalientes
59807,16.414082,-87.660118,Vieja Tayikistán,Baja California Sur
59807,24.767894,-98.451901,San Víctor de la Montaña,Tlaxcala
35234,27.722945,-103.220736,Nueva Suriname,Guerrero
35234,31.79405,-87.030093,San Francisca los altos,Sonora
27041,21.734049,-115.384291,Nueva Argelia,México
27041,17.781764,-110.88328,Nueva Rumania,Nayarit
27041,26.717649,-115.655679,Nueva Bhután,Coahuila de Zaragoza
51619,29.923312,-88.979882,Vieja Albania,Sinaloa
51619,20.048572,-89.250875,San Julia los altos,Zacatecas
68005,16.467363,-91.771956,San Marco Antonio los bajos,Querétaro
68005,16.813434,-92.185378,San Rocío de la Montaña,Morelos
68005,16.471579,-88.027508,Nueva México,Baja California Sur
59814,20.778598,-99.544765,Nueva Tailandia,San Luis Potosí
92594,28.374417,-94.528329,Nueva Tonga,Durango
92594,16.63959,-110.846997,San Ruby los altos,San Luis Potosí
92594,32.119632,-109.074832,San Julio los altos,Zacatecas
68022,25.818716,-108.377899,San Rebeca de la Montaña,Coahuila de Zaragoza
68022,15.113841,-95.435558,San Federico los altos,Campeche
2492,24.121712,-87.701656,San Marcela los altos,Distrito Federal
2492,17.163251,-98.435991,Vieja Argelia,Durango
2492,30.466347,-104.577776,Nueva Granada,Baja California Sur
68038,19.266902,-91.782396,Nueva Venezuela,Zacatecas
68038,28.609575,-92.475657,Nueva Letonia,Yucatán
68038,29.966809,-104.055195,Vieja Estados Unidos de América,Tamaulipas
27078,22.467057,-99.411399,San Miguel Ángel los bajos,Oaxaca
35272,18.70196,-94.336654,San Sara los bajos,Aguascalientes
35272,14.752544,-90.244741,San María Luisa los bajos,Durango
35272,16.15132,-110.768268,Vieja Vietman,Tlaxcala
35270,17.89512,-94.905439,Vieja Uzbekistán,Nuevo León
10700,28.13007,-113.106275,Nueva Turkmenistán,Campeche
10700,15.922886,-88.98131,San Claudio los bajos,Sonora
18892,20.363424,-101.233048,San Esther los altos,Campeche
18892,26.689687,-95.205341,San Karina los bajos,Distrito Federal
18892,24.078289,-105.585453,San Mateo de la Montaña,Sonora
84432,25.910644,-94.352826,Vieja Chad,Tabasco
84432,27.950378,-92.55654,Vieja Montenegro,Baja California Sur
84432,24.519798,-89.986891,San Espartaco de la Montaña,Puebla
92627,29.666952,-108.930363,San Estefanía de la Montaña,Tlaxcala
92627,28.656178,-89.551159,Nueva Irlanda,Sonora
92627,32.346539,-96.832791,San Lucía los altos,Coahuila de Zaragoza
35284,19.163232,-109.824938,San Virginia los bajos,Veracruz de Ignacio de la Llave
2518,26.12267,-91.224014,San César los altos,Oaxaca
76247,19.027601,-101.229907,San Camilo los bajos,Zacatecas
76247,31.305466,-98.594289,Nueva Sierra Leona,Chihuahua
27096,23.963515,-106.838762,San Frida de la Montaña,Tlaxcala
27096,18.333098,-115.308499,Nueva Turquía,Chiapas
10717,20.316772,-87.125785,Nueva Angola,Veracruz de Ignacio de la Llave
10717,15.731814,-100.487236,San Ángel los bajos,Baja California Sur
10717,21.358164,-107.760258,San Óliver de la Montaña,Baja California Sur
27102,27.697775,-94.780869,San Mauricio de la Montaña,Distrito Federal
27102,23.214299,-91.472952,Nueva Singapur,Chihuahua
27102,27.384909,-115.600405,San Úrsula los bajos,Chihuahua
76256,20.890498,-111.914809,San Esther los altos,Tlaxcala
43489,15.680522,-104.439461,Nueva República Federal Democrática de Nepal,Querétaro
76258,25.8366,-109.859055,San Julio los bajos,México
76258,23.38672,-109.798934,Vieja Mongolia,Jalisco
18915,17.585226,-103.909491,San Natalia de la Montaña,Sonora
18915,29.581226,-105.121856,San Flavio de la Montaña,Distrito Federal
76263,19.300372,-102.884055,San Cristobal los bajos,Chiapas
92648,17.099129,-116.704755,San Lucía los bajos,Tamaulipas
76266,24.254801,-87.107898,San Leticia los altos,Durango
76266,24.827495,-111.819624,San Celia de la Montaña,Campeche
76266,25.29313,-96.68543,Vieja Santo Tomé y Príncipe,Chiapas
35308,22.318336,-114.742341,Vieja República de Moldova,Tlaxcala
59885,22.150516,-96.128002,San Gabriela los bajos,Chihuahua
59885,18.991764,-103.390742,Vieja Bangladesh,Tamaulipas
35311,28.660756,-97.959713,Nueva Países Bajos,Baja California
18928,27.7458,-87.293192,Vieja República Federal Democrática de Nepal,Oaxaca
18928,31.046279,-105.574659,San María del Carmen de la Montaña,Jalisco
68081,25.519175,-94.091727,San José Emilio los altos,Tabasco
68081,20.886182,-112.755435,Nueva Vanuatu,Tlaxcala
68081,25.722963,-95.651484,San Marisol los bajos,Sinaloa
18927,25.588615,-114.853332,Vieja Belice,Jalisco
18927,32.146871,-112.195709,Vieja Mauricio,México
68080,24.402226,-90.191766,Nueva República Popular Democrática de Corea,Sonora
10751,19.948478,-88.080016,Nueva Portugal,Tamaulipas
10751,15.942402,-106.706346,San Iván los bajos,Michoacán de Ocampo
10751,20.522807,-102.86543,Nueva Estonia,Hidalgo
10752,28.075387,-117.089799,Nueva Botswana,Tamaulipas
10752,28.842873,-110.24787,Vieja Trinidad y Tabago,Coahuila de Zaragoza
10752,25.594121,-95.554829,San Lucía los bajos,Baja California
2565,16.069123,-107.309271,San Óliver los altos,Aguascalientes
2565,28.314058,-113.455836,Vieja Comoras,Campeche
59911,29.6673,-111.290888,Vieja Sudáfrica,Aguascalientes
35338,23.610658,-116.782034,San Elena los altos,Oaxaca
76301,15.736096,-88.543489,San Mitzy de la Montaña,Puebla
76301,20.577699,-105.309163,San Teodoro los bajos,Puebla
68110,18.815208,-100.401985,San Clemente los bajos,Tlaxcala
43539,25.995753,-106.016463,Vieja Pakistán,Morelos
43539,19.785046,-89.549922,Vieja Vanuatu,México
35349,18.599867,-93.809326,Vieja Pakistán,Chihuahua
84502,26.073523,-108.986889,San Reina los bajos,Tabasco
92699,16.603523,-91.748167,San Gonzalo los bajos,Querétaro
92699,25.239527,-115.929844,Nueva Albania,México
92699,24.300602,-103.570633,San Patricio los altos,Jalisco
59931,31.636731,-117.078123,Nueva Cuba,Nuevo León
59931,20.070629,-92.210547,Vieja Somalia,Chiapas
59931,22.428509,-86.738198,San Adela de la Montaña,Hidalgo
92705,23.685582,-86.777065,Nueva San Marino,Durango
92706,32.108531,-88.882424,Nueva Chad,Aguascalientes
92706,19.06394,-102.569622,San Frida de la Montaña,Chihuahua
92706,32.170445,-97.934852,San Ivonne de la Montaña,Colima
2595,24.289633,-103.253701,Vieja Brunei Darussalam,Nuevo León
10791,29.655971,-108.484809,San Pablo los bajos,Jalisco
10791,15.357418,-111.780734,San Óscar de la Montaña,Tamaulipas
10791,23.750257,-114.863722,San Gregorio los altos,Tabasco
84523,29.274782,-87.794297,San Rosario de la Montaña,Distrito Federal
84523,16.905559,-96.359671,San Juan Carlos de la Montaña,Chihuahua
43564,29.410855,-101.935541,San Mario los bajos,Nuevo León
43564,30.030269,-109.067049,Vieja Liberia,Oaxaca
43564,25.679908,-95.708941,Nueva República Árabe Siria,Nayarit
2606,15.578798,-115.97413,Vieja Chile,Tamaulipas
35374,20.310788,-107.83723,San Gerónimo de la Montaña,Yucatán
35374,14.516016,-95.685348,San Carla los bajos,Baja California Sur
35374,21.713534,-113.153324,Nueva Camerún,Nuevo León
84531,31.200506,-109.859188,Vieja Armenia,Chihuahua
84531,15.351322,-105.283805,San Reynaldo los bajos,México
84531,21.240484,-108.065937,San Nelly los bajos,Campeche
51767,20.962715,-94.315694,Nueva Brunei Darussalam,Jalisco
51767,26.927273,-113.590425,San Eugenio los bajos,Distrito Federal
51767,23.305973,-88.87532,Nueva Estados Unidos de América,Guerrero
43575,23.633483,-91.525346,San Cristal de la Montaña,Quintana Roo
43577,31.939197,-96.259468,Vieja Islandia,Zacatecas
59962,30.522605,-103.917402,Nueva Liberia,México
59962,32.173145,-88.000667,Vieja Montenegro,Distrito Federal
59963,20.260651,-101.838692,Vieja Bolivia,Chihuahua
43580,31.318289,-101.502672,San Ana los bajos,Nayarit
43580,24.386809,-90.8382,Nueva República Popular Democrática de Corea,Yucatán
43580,19.333993,-102.59751,Vieja Tonga,Morelos
2620,25.741596,-93.121561,San Estela de la Montaña,Durango
84542,23.344886,-90.150872,San Alvaro de la Montaña,Michoacán de Ocampo
92737,30.31847,-116.916309,San Úrsula de la Montaña,Yucatán
92737,16.628179,-94.041677,San Elena de la Montaña,Guerrero
92737,17.361073,-88.46184,San María del Carmen de la Montaña,Baja California Sur
68163,22.76851,-98.364686,Vieja Malawi,Nayarit
68163,20.413796,-111.915535,San José Eduardo los bajos,Guanajuato
68163,24.239347,-99.943271,San Florencia los altos,Baja California Sur
51781,27.623426,-93.900833,Vieja Croacia,Colima
51781,26.559091,-103.089534,San Serafín de la Montaña,Sinaloa
84551,19.385559,-89.744728,Vieja Guatemala,Baja California Sur
84551,18.758488,-98.550422,San Judith de la Montaña,Sinaloa
10827,18.201907,-88.758216,San Yeni los altos,Coahuila de Zaragoza
27213,18.173458,-94.028574,Vieja Somalia,Campeche
27213,14.814449,-104.30662,San Emiliano los bajos,Sinaloa
76366,16.373556,-88.5854,Nueva Togo,Guerrero
19024,29.770512,-100.22982,Nueva Brunei Darussalam,Veracruz de Ignacio de la Llave
19024,24.420237,-93.582182,San María del Carmen los altos,Baja California Sur
19024,16.72546,-87.494132,San Araceli de la Montaña,Colima
2641,25.321447,-93.798102,Vieja Colombia,Aguascalientes
2641,32.069786,-88.496435,San Bernabé de la Montaña,Nuevo León
2641,23.40228,-97.677368,Vieja Cuba,Zacatecas
84562,22.794385,-110.774283,San Gerónimo de la Montaña,Sonora
84562,19.684314,-113.21982,San Esmeralda los bajos,Puebla
2644,20.380098,-90.694769,San Ofelia de la Montaña,Quintana Roo
59989,26.868933,-112.556577,San Gerardo los bajos,Chihuahua
68182,20.866815,-93.470663,Nueva Venezuela,Oaxaca
10847,20.257189,-104.645474,Vieja Sudán del Sur,Nuevo León
10847,26.048788,-112.575754,Vieja Kenya,Tabasco
10847,24.161212,-86.646231,Nueva República Democrática Popular Lao,Puebla
19044,30.81325,-90.315736,San Isabela los altos,Morelos
19044,27.380971,-95.819283,Vieja Nigeria,Zacatecas
19047,31.646874,-102.499109,San Esmeralda de la Montaña,Tabasco
19047,18.604161,-101.562335,Nueva Angola,Chihuahua
19047,18.742345,-105.658385,Nueva Chile,Quintana Roo
35433,19.687891,-97.882809,Vieja Singapur,Jalisco
92781,18.686123,-102.357496,Vieja Granada,Aguascalientes
92781,17.343791,-91.407597,San Leticia los altos,Nayarit
92781,23.115667,-99.946684,Vieja Líbano,Zacatecas
2670,16.423676,-91.296326,Nueva Jamaica,Nayarit
2670,31.243235,-93.907331,Nueva Estonia,Colima
2670,21.536157,-88.910418,San Esparta los altos,Guanajuato
35439,31.541259,-107.762031,Nueva Malasia,Morelos
35439,26.24706,-103.675437,Vieja Chad,México
51823,30.250859,-113.656304,Vieja Argelia,Tlaxcala
51823,19.251191,-93.59086,Vieja Venezuela,Nuevo León
51823,18.380758,-99.547564,San Mateo los bajos,Durango
19066,27.545526,-110.576263,Nueva Yemen,Nayarit
19066,27.467913,-94.045015,Nueva República Centroafricana,Tamaulipas
19066,14.800377,-114.660177,Nueva Italia,Aguascalientes
10876,24.587499,-92.015548,San Soledad los altos,Hidalgo
10876,28.023492,-101.074899,San María Luisa de la Montaña,Tlaxcala
10876,23.646985,-108.832055,San Teresa los altos,Chiapas
60033,21.471245,-107.142553,San Alejandra de la Montaña,San Luis Potosí
51843,15.78549,-104.077388,Nueva Nigeria,México
51843,25.84961,-106.942552,San Nicolás de la Montaña,Nayarit
19075,32.069959,-92.300593,San Claudio los altos,Distrito Federal
43653,25.334401,-109.729984,San Ofelia de la Montaña,Jalisco
43653,26.030127,-115.061598,San Espartaco los altos,Hidalgo
43653,18.372649,-87.808509,Vieja Seychelles,Quintana Roo
35468,15.607585,-89.460626,Vieja Austria,Nuevo León
35468,29.610937,-114.679671,Vieja Eslovaquia,Nuevo León
35468,21.734035,-115.543544,Nueva Bolivia,México
84621,21.418872,-115.05425,San Gloria de la Montaña,Durango
84621,26.222805,-97.706564,San Jesús los bajos,Aguascalientes
92819,26.634596,-105.592047,San Joaquín de la Montaña,Coahuila de Zaragoza
92819,19.164205,-114.801627,San Luis los altos,Yucatán
92819,23.381761,-99.937054,San Nancy los bajos,Distrito Federal
43668,22.880656,-110.649245,San Leonor los altos,Hidalgo
43668,15.345214,-112.732591,Nueva República de Moldova,Tlaxcala
43671,19.890227,-112.127697,Nueva República de Moldova,Yucatán
43671,21.595703,-111.923881,Nueva Colombia,Yucatán
43671,25.077517,-108.339985,San Perla los altos,Tamaulipas
84634,20.161264,-106.742882,San Andrea los bajos,Aguascalientes
84636,24.795562,-93.157141,Nueva Côte d'Ivoire,Coahuila de Zaragoza
84636,17.188263,-107.9538,Vieja República Democrática Popular Lao,Michoacán de Ocampo
35489,18.253093,-88.359363,San Alonso de la Montaña,Tabasco
35489,17.519042,-105.256393,Nueva República Checa,Sinaloa
35489,20.775384,-92.040723,Vieja Argelia,Jalisco
76450,25.415577,-102.321485,Nueva Madagascar,Guerrero
68261,30.502537,-101.303865,Vieja Letonia,Hidalgo
84646,24.879929,-93.870726,Vieja Vietman,Sinaloa
84646,31.36707,-98.550559,San Oswaldo los bajos,Sonora
84646,29.69496,-108.233238,San José los altos,Michoacán de Ocampo
84648,15.856906,-99.328156,Vieja Ghana,Querétaro
84648,28.854786,-97.67673,San Graciela los bajos,Baja California Sur
84648,16.502316,-115.596814,San Celia de la Montaña,San Luis Potosí
27305,18.670306,-115.223394,San Vicente de la Montaña,Sonora
27305,21.464634,-95.656887,Vieja Benin,Campeche
27305,18.963691,-117.03727,Vieja Iraq,Jalisco
68267,30.390252,-114.045512,Vieja Sudáfrica,Guanajuato
68267,26.931922,-92.120008,San Reina de la Montaña,Chihuahua
92845,24.788294,-93.019448,San María Elena los bajos,Colima
92845,23.181644,-89.343684,Nueva Australia,Yucatán
92845,23.906966,-117.092902,Vieja China,Yucatán
60078,24.56212,-110.406775,San Rafaél los bajos,Hidalgo
60078,17.759087,-114.697235,San Federico de la Montaña,Jalisco
2737,17.830501,-100.762447,San Concepción de la Montaña,Colima
2737,25.425835,-98.63681,Vieja España,Sonora
2737,28.503265,-100.20464,Nueva República de Macedonia del Norte,Durango
27314,18.087532,-103.372117,Vieja Mali,Sinaloa
27314,20.5112,-88.13301,San Julio los bajos,Querétaro
68288,16.721379,-102.823208,Nueva Albania,Durango
68288,24.405063,-115.421254,San Octavio los altos,México
84672,29.967523,-113.622662,Nueva Albania,Jalisco
84672,27.712541,-96.852216,Vieja Croacia,Nuevo León
68302,30.166762,-86.672986,Nueva Nigeria,Nuevo León
68302,15.003792,-99.53146,San Hermelinda de la Montaña,Tabasco
68302,27.024317,-109.995044,San Marcela de la Montaña,Sinaloa
35535,25.848322,-109.667036,San Natalia los bajos,San Luis Potosí
35535,32.378491,-105.721725,Nueva Tailandia,Nayarit
35535,32.037396,-92.833195,San Antonia los bajos,Chihuahua
68309,32.167406,-115.860801,Nueva Bhután,Veracruz de Ignacio de la Llave
68309,20.841794,-89.419549,Vieja República Checa,Veracruz de Ignacio de la Llave
68309,31.173155,-102.043134,Nueva Azerbaiyán,Guerrero
43748,24.93849,-106.129331,Nueva Sudáfrica,Tamaulipas
60134,31.298551,-114.335122,San Agustín los bajos,Aguascalientes
51947,31.73214,-105.180948,San Virginia de la Montaña,Sonora
51947,15.981031,-87.490203,Vieja México,Zacatecas
51947,19.35005,-92.27018,Vieja Bangladesh,Hidalgo
76527,17.772604,-109.332223,Vieja Fiji,Colima
68342,15.714861,-89.908333,Vieja Libia,Durango
68342,19.107635,-91.536766,San Nayeli de la Montaña,Tamaulipas
27382,31.05998,-112.016516,San Gloria los bajos,Oaxaca
27382,19.815318,-95.15047,Nueva El Salvador,Chiapas
27382,26.017064,-89.85477,San Diego los bajos,Quintana Roo
19192,29.374815,-92.690334,San Aurora los bajos,Sinaloa
19192,15.875542,-115.942064,San Alonso los bajos,Aguascalientes
35577,26.475056,-115.067166,Nueva Marruecos,Chihuahua
35577,29.210282,-113.282267,Nueva Luxemburgo,Veracruz de Ignacio de la Llave
2807,23.217935,-87.638566,Nueva Italia,Sinaloa
2807,29.220336,-88.543502,Vieja Chipre,Querétaro
27388,26.037981,-96.547246,San Alejandra de la Montaña,Hidalgo
27388,21.992365,-112.506648,Nueva Austria,Sinaloa
60157,30.267189,-114.082077,Nueva Azerbaiyán,Querétaro
60157,21.094114,-106.464623,San María Cristina de la Montaña,Colima
11006,28.302005,-109.608242,Nueva Países Bajos,Durango
11006,14.837773,-114.739369,Vieja Palau,San Luis Potosí
92926,15.370706,-105.524619,Vieja Omán,Baja California Sur
27396,32.439111,-89.572633,Vieja Saint Kitts y Nevis,Zacatecas
27396,30.42639,-110.292053,Vieja Rwanda,Durango
76549,18.210014,-105.175188,Vieja Sri Lanka,Veracruz de Ignacio de la Llave
27400,19.896226,-104.90172,Vieja Grecia,Yucatán
27400,31.112195,-96.413497,San Georgina los bajos,Tamaulipas
11017,19.585264,-92.100291,Nueva Malasia,Yucatán
11017,18.54096,-114.426393,Vieja Tailandia,Chiapas
11017,20.901637,-106.621605,Vieja Argelia,Baja California
2831,26.993507,-96.879995,Vieja Costa Rica,Sinaloa
11023,29.66251,-91.040809,Nueva Namibia,Hidalgo
11023,19.552492,-96.570702,Vieja Guinea Bissau,Morelos
11027,21.413701,-98.054382,Vieja Iraq,Guerrero
2839,15.012913,-93.039531,San Mercedes los altos,Tlaxcala
2839,29.558274,-103.691212,San Adriana los bajos,Durango
2839,20.528087,-116.630936,Nueva Estonia,Colima
43800,16.827919,-92.223626,San José Luis de la Montaña,Querétaro
51996,22.723883,-115.478589,Vieja Bahrein,Jalisco
51996,15.222362,-88.308562,San Elvia los altos,Distrito Federal
60188,29.8518,-100.849681,San Gloria de la Montaña,Jalisco
84769,14.612841,-86.828973,San Alfonso los altos,Michoacán de Ocampo
84769,19.231064,-103.295143,San Eloisa los bajos,Sinaloa
76577,21.457494,-89.633154,Nueva Mali,Morelos
76577,17.239199,-92.57584,San José Manuél de la Montaña,Guerrero
76577,26.749918,-115.813253,San Citlali los altos,Oaxaca
35620,21.841877,-108.364676,San Ana los altos,Sonora
35620,30.024846,-104.802869,Vieja Botswana,Guerrero
60205,22.024183,-113.873928,San Mauro de la Montaña,Campeche
43824,18.569248,-106.807288,San Inés los altos,Morelos
