order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_65f284080be040a62eb148798011,1,paypal,1,682.44
ord_e62cabed00b735868bf02b838255,1,credit_card,12,3681.28
ord_798cf54ed35fdcbfc4bbcba1fdb8,1,mercado_pago,1,2812.46
ord_4525b08f8d8147ad06072f0b22b3,1,credit_card,12,3850.77
ord_db9c012f2e9fc9a73349100575e1,1,credit_card,6,2390.67
ord_9817b838ef1c4b9a9e957b581cc7,1,paypal,1,613.05
ord_5d0dc32b18f47db3ecac60940f40,1,boleto,1,4851.8
ord_92a376ec8cc022644ac8a3c2958b,1,paypal,1,2027.76
ord_c4e51b58618b744e4d7f474c41f7,1,mercado_pago,3,1075.51
ord_727b6af2fc5d56480bfce22a6d08,1,paypal,1,2825.32
ord_9c2820278ef4a7165b15d3831f95,1,boleto,1,1292.81
ord_cb5c0919df7882a1ae075c987ede,1,paypal,1,895.19
ord_c68a979cf26424036ebc225f5094,1,mercado_pago,6,1664.97
ord_7a7ea4c988e641a38496e7be9a84,1,voucher,1,350.66
ord_ef090cc86b9967488bb03c1f7291,1,voucher,1,2540.88
ord_ee5931cc53ec36393141604b675c,1,boleto,1,1662.61
ord_d672d4d86bfb818764468f818ae6,1,debit_card,1,1916.36
ord_d672d4d86bfb818764468f818ae6,2,debit_card,1,1903.68
ord_12ec575bc26428f95591ce8db7e7,1,voucher,1,636.47
ord_8958caba554ff15bdb468358cdd7,1,debit_card,1,2002.94
ord_98f184997c092068782104dff446,1,boleto,1,4187.79
ord_e587e77123aea114753ed44e4a78,1,debit_card,1,1618.73
ord_ab2d1d413fe3aa69e7711f3bc637,1,paypal,1,335.63
ord_84f9190b68af360e56ab562feb2f,1,voucher,1,367.12
ord_7ac2b23b8521c3a5b2fd45016ee5,1,voucher,1,2683.64
ord_8571562a13e93b64226ad1302fe0,1,voucher,1,1345.98
ord_979d085ea3447cfe0fd574f68d20,1,paypal,1,1801.8
ord_a8b3e8d55d80ab7f8da70a241560,1,voucher,1,2427.98
ord_7988e17d5ddc4ffc1ac64ed7858e,1,paypal,1,1289.4
ord_7852cb21b3a91f45bf83fcccaee4,1,paypal,1,2026.38
ord_91a7253bdf189b0a6bedc6a0b7ff,1,mercado_pago,12,2980.48
ord_68d8641429ace649c525223d6e53,1,credit_card,1,1858.88
ord_68d8641429ace649c525223d6e53,2,paypal,1,1305.68
ord_e10451b66ba5f5d168ab3360927c,1,boleto,1,1643.65
ord_4a8072e450392d0eb9191e5b7503,1,debit_card,1,1163.75
ord_62eb2fca66fcfc7b0fe2a64110ed,1,debit_card,1,3644.8
ord_200a9c9d099b75bfa415fce7ce4c,1,debit_card,1,2436.47
ord_d1ea2d4e0d1a354fd536cf3edda4,1,paypal,1,3466.43
ord_d4933229a4fb59bfb7da8e81c6b7,1,voucher,1,1718.35
ord_052eee2de41409cbaa6611a61532,1,debit_card,1,393.52
ord_c55361a0e5b97ad7ff414f2e5081,1,voucher,1,469.52
ord_7b0d13063644950e909fa969d4ce,1,mercado_pago,6,2823.76
ord_4deed7cb58da8f40e045712eac7b,1,paypal,1,4711.8
ord_9079d6598d2401da13d876ee8b3b,1,boleto,1,3850.62
ord_249470b69cf4e3acaeb07847c56d,1,boleto,1,4726.01
ord_668ccb4c37dc9563f8925ba642de,1,boleto,1,4797.79
ord_ead82cf3d55aded8d74a069b9cc8,1,debit_card,1,1763.08
ord_6193db859366c41485432485c8f0,1,boleto,1,1706.33
ord_6193db859366c41485432485c8f0,2,boleto,1,2032.1
ord_d3c496de4d1dbcd61cd9ce11dced,1,boleto,1,3215.2
ord_1d6cdddd76d4df2648a817d0739e,1,voucher,1,667.16
ord_323e5da85a1f1cb17f99f86e2315,1,paypal,1,4790.64
ord_3e83d6a5da846a2c7d3d2425d87a,1,mercado_pago,12,2642.85
ord_e306dd3b3ae9a8adaaa3cd69c673,1,paypal,1,1886.9
ord_e306dd3b3ae9a8adaaa3cd69c673,2,paypal,1,1256.26
ord_dca7fb2f3bdf2fb2f395d803d3f4,1,credit_card,3,1036.58
ord_0980916a8aa0fb8dd272245c71b0,1,credit_card,3,4365.36
ord_05908848479e0f9cb187f59b949b,1,mercado_pago,6,3565.53
ord_83a5edf5a53b2e7ebda3226be923,1,paypal,1,1466.33
ord_ed14a3dd8b606dfe119332e92493,1,credit_card,6,2897.39
ord_c5ea3695984d78ac59f03bcc2a74,1,debit_card,1,4886.49
ord_5935268682778a27c6ee43ef0dc7,1,debit_card,1,413.87
ord_e72f256283e549a3300d53cbd358,1,credit_card,12,1100.91
ord_d839b82f87ad847813412080b653,1,voucher,1,4767.81
ord_603463d609b9a42dee9c5b1cfa76,1,voucher,1,2195.59
ord_1e69d3c5997448690b780d9b855c,1,debit_card,1,1417.7
ord_3296e7923b08bee50042e78f7e83,1,boleto,1,4003.27
ord_76a0eae18ef62c2ea96dbce05b09,1,boleto,1,1437.51
ord_e55a71bddd39719c2e957719823a,1,paypal,1,2603.19
ord_8f348bd7dac6ddd1b824cf19f0cc,1,debit_card,1,4135.87
ord_9a46b869402c629a166fd30115e2,1,credit_card,6,2446.82
ord_aaa9d4fcd604e09d2f945f04239c,1,voucher,1,2841.02
ord_1c528a3919833cd2d7f4b8e38922,1,credit_card,6,3879.45
ord_7ebd56e02644e9f0ac69067ec12e,1,voucher,1,392.44
ord_00b336847ea8b61a6cf6bd85d77b,1,debit_card,1,3027.79
ord_f5f16e192375a6e479c710e727cb,1,debit_card,1,1308.44
ord_b278e6a740249c833b03308c90e2,1,paypal,1,1575.97
ord_dd059893f3358976c297fad32b49,1,boleto,1,4337.07
ord_7583110f8435c0b971d939914b47,1,mercado_pago,1,2184.58
ord_a39a2713aebf9a5d3c86cedea2bc,1,mercado_pago,3,1600.78
ord_dc9c383fe70b9a321efac3d36b8f,1,paypal,1,1450.03
ord_31965c9d1dd6de6ad26a86a73c25,1,mercado_pago,3,438.49
ord_31965c9d1dd6de6ad26a86a73c25,2,paypal,1,2179.48
ord_400eeeea9d6b5eb287b6b54fbb0f,1,boleto,1,425.14
ord_d3bb977c91a9b5d5e7386bb1a3f6,1,boleto,1,497.97
ord_a511cabdd6833875a7da973942d1,1,debit_card,1,2375.06
ord_a511cabdd6833875a7da973942d1,2,boleto,1,2039.99
ord_cd72a3b622ea076db05c82a5d6e3,1,paypal,1,2817.4
ord_b4906820a1ecccc7064d6678952c,1,credit_card,2,3829.97
ord_6830c55a2757fc53918a7359a9ce,1,paypal,1,3297.57
ord_b775423940da44a53539fbe75ba5,1,voucher,1,2014.56
ord_b775423940da44a53539fbe75ba5,2,debit_card,1,2485.49
ord_7521ffe972390d6e3bf38fc56f53,1,boleto,1,1620.04
ord_ae248d899a8b860da9a0742a7775,1,voucher,1,1179.82
ord_ae248d899a8b860da9a0742a7775,2,debit_card,1,1152.36
ord_4f0eddac1235e7107adb6c56890f,1,debit_card,1,1700.28
ord_d5cbdc2d4389256e195ff641d38e,1,boleto,1,4627.09
ord_08143810f14ee4ba7ec304528232,1,boleto,1,3044.79
ord_f63dea1e090742964b5db90fcf6b,1,voucher,1,3349.19
ord_ab61265e7f2aaf4d99c16a9e4a14,1,voucher,1,3639.72
ord_0de7c80839d3ca842d5242523210,1,boleto,1,2525.94
ord_6a9bdf0c77d0cac01ad091b358f4,1,debit_card,1,750.88
ord_9a525a3edb0a6026cbf28b6f083a,1,paypal,1,1657.12
ord_a0ce9eb90f845bfc11f7f5d5e7cf,1,debit_card,1,353.29
ord_a0ce9eb90f845bfc11f7f5d5e7cf,2,mercado_pago,2,288.46
ord_0870097f82ec05aa8a581e3b2dcc,1,credit_card,12,2202.41
ord_9d9ca60caadc69bb9b2c0b9a9147,1,boleto,1,3971.49
ord_099174090a893d15a863c8d15c5f,1,voucher,1,947.53
ord_840dd5f00400baca447e0daad2d6,1,debit_card,1,2357.82
ord_d35a98bd55be33f0d8d1fb6f97bc,1,paypal,1,2312.35
ord_d35a98bd55be33f0d8d1fb6f97bc,2,boleto,1,1689.89
ord_77b5c767f4502c7aebbe396103eb,1,boleto,1,3104.74
ord_663593c4c8c69c5b20088b303cc4,1,boleto,1,2489.31
ord_cfe3bb860fdbefee2808298b56ce,1,mercado_pago,2,1277.62
ord_271fd20bfeb4b00bf193bb83690c,1,credit_card,2,4803.77
ord_45335da18034e02e2f23045b22bc,1,boleto,1,3449.84
ord_aa35534cf0596287df4c19d3a395,1,paypal,1,1482.22
ord_d1ea9d4fd8415fff2e4c3d98bb87,1,debit_card,1,2204.51
ord_aae94552d0c0790de80ff2348b7b,1,paypal,1,4207.97
ord_8c8e6f94832d881593046cad6304,1,mercado_pago,1,4009.28
ord_505dc270db8a5e1b3b3ce60dbc72,1,voucher,1,2108.51
ord_93e5fa5ef92ac8849a806fa721d0,1,paypal,1,460.81
ord_0bfae76896f7898b29b2a528960a,1,mercado_pago,2,3199.73
ord_ddd25cf3ef780eb8f072d46fcb1a,1,mercado_pago,6,4849.78
ord_fc13c75ef8dcc77e90eab5a5bee8,1,boleto,1,783.1
ord_ae14a1dce4587234eff1239fdd73,1,credit_card,3,1804.47
ord_ae14a1dce4587234eff1239fdd73,2,debit_card,1,331.09
ord_1bef067cbf5087a62da80a1e8956,1,boleto,1,4500.63
ord_dde8fe50c93e57fcd0484e178338,1,debit_card,1,3753.78
ord_e3bd61211d4171365f3d24f5fd67,1,boleto,1,828.44
ord_87a5dd981e6a25f27f773ca3cc3d,1,boleto,1,2208.96
ord_7d0e02dbb9d9a0049684350d8987,1,paypal,1,1268.92
ord_8b207cf3aa68527e52c148e9f571,1,paypal,1,3081.24
ord_e37f93421de61e39b3a550497946,1,debit_card,1,1027.34
ord_e37f93421de61e39b3a550497946,2,debit_card,1,2433.05
ord_82120eadc6af1089512efbaa1ff1,1,boleto,1,4605.48
ord_c37cf3beed96400cac4db8e3a3da,1,boleto,1,1233.82
ord_5df8498feb3c0404111ea71bf84c,1,paypal,1,4269.15
ord_eb3830486c86d0e845f89d93b203,1,boleto,1,1412.32
ord_eb3830486c86d0e845f89d93b203,2,paypal,1,2260.06
ord_8b260d60ab8d528ff16f576b6bca,1,voucher,1,1388.07
ord_d42b423fec5ab4de4532dca3c2d4,1,mercado_pago,2,3253.12
ord_e14edc90a7c88e2900f2236a6204,1,credit_card,3,378.5
ord_379b6735d5db2c128ea9e25afc1c,1,mercado_pago,2,4740.25
ord_55c6e905109888cb36a5914e41ee,1,debit_card,1,3602.41
ord_e76e8f026e7c1da10d06f082e857,1,paypal,1,2574.51
ord_a526468ca6c848ba8bd95d772f4f,1,paypal,1,3942.61
ord_fe9e9d21d879c9eaeef018b32ca4,1,debit_card,1,2040.15
ord_45ee9accdecca583f0978163c776,1,credit_card,3,4188.14
ord_12079a208f8419c1ea54e6131732,1,boleto,1,4357.48
ord_511f697820188746985601a0f894,1,mercado_pago,12,3757.71
ord_741046f529ad66dd9742870f680e,1,boleto,1,3441.36
ord_4e77ed397881cb7abdde8e51fa82,1,debit_card,1,2430.47
ord_c29f01d2b8e387c97ead4bf05045,1,paypal,1,2595.61
ord_31bf40c56a28075fe1f426df52a5,1,credit_card,12,2123.0
ord_1b838e1cf6b220d45364b5136ca8,1,mercado_pago,3,3097.02
ord_2764c241bd5425967b52b0464f1e,1,paypal,1,3047.48
ord_5ea5331666b842109eb7b2684ce3,1,mercado_pago,3,4680.16
ord_ef9cacc59293972e17816e94d892,1,credit_card,6,817.98
ord_265904031842139726c4fd2da07e,1,debit_card,1,4027.51
ord_3c03d07c99a4a354d05eb8657ab8,1,credit_card,3,1700.97
ord_3c03d07c99a4a354d05eb8657ab8,2,credit_card,12,1202.77
ord_514465aea36bc438efb05a4d1251,1,credit_card,6,3769.86
ord_772e7586927f31b7ea854b25f2ad,1,voucher,1,3894.71
ord_c9ec34841d8d8bf3fd0aed926317,1,mercado_pago,6,1233.72
ord_e4e74ef7b39059a15c1beaf187d6,1,debit_card,1,2890.66
ord_ac21979fb15a2a13f3ebd0ed981b,1,voucher,1,3728.28
ord_b794c04f4905ba6b35a32b34397a,1,credit_card,12,4040.77
ord_7e9fcdcf0546f520b579a6c296b5,1,paypal,1,2043.11
ord_7e9fcdcf0546f520b579a6c296b5,2,mercado_pago,2,2274.32
ord_ed220ef56b8e57cd7daf33220a90,1,mercado_pago,3,4109.9
ord_dbe2df7ac344334edfdb2374997b,1,credit_card,2,3403.84
ord_f77a2c63bf17ccf0bd2b315d87ba,1,credit_card,3,3927.38
ord_66e3ac08a71426b8b96388e9b91e,1,boleto,1,4588.89
ord_94331be0360a18bdabf7858b5634,1,mercado_pago,1,1448.21
ord_4c190cd818a63fdb491e83f9eeab,1,boleto,1,1374.58
ord_cb133535285b8a5cae6a246bc3f0,1,mercado_pago,6,3335.02
ord_7506ddc7cfa12b35ceddcf828c90,1,boleto,1,173.88
ord_7506ddc7cfa12b35ceddcf828c90,2,mercado_pago,1,2074.45
ord_a1dd146c80c2c95f3e41e553979b,1,mercado_pago,6,1083.27
ord_0b49d4f2f3051d90a287b87e8393,1,credit_card,12,3407.06
ord_33c0398bcbbf27a2a20319001575,1,paypal,1,3227.58
ord_8e5392b5814b89102f72f1fcfe79,1,boleto,1,3461.75
ord_a33442184678ddcacf7955a26fd6,1,voucher,1,3550.53
ord_346ab2cad69fe1171e24e4a6886c,1,mercado_pago,3,1575.42
ord_44921963e7d9a95fc85d59e804dd,1,paypal,1,3110.55
ord_120c051b759556953c48ea23d5bb,1,paypal,1,2003.53
ord_c3c841ae63affd32dbfd0e25cc0a,1,credit_card,3,3861.25
ord_6456246d5a50ceec200bd8ad050f,1,boleto,1,4499.94
ord_918786378e109bf4bde79cc39381,1,credit_card,6,3073.55
ord_fd50dba14bc65f9192eff0e7a253,1,credit_card,6,3191.13
ord_7d0e46b77dd3f6bc33312243edae,1,voucher,1,4395.43
ord_5e81a91e57afb41a565c216689f2,1,mercado_pago,12,4659.44
ord_9a4e790d1e6b1180b8ff78d6a348,1,voucher,1,1543.54
ord_9a4e790d1e6b1180b8ff78d6a348,2,boleto,1,710.82
ord_3194a04981bf1e2c398bab75f88d,1,boleto,1,4734.48
ord_a0cdb0320ee542ee336b39e95103,1,voucher,1,2443.57
ord_a4589245492d75e44b7c597b78bb,1,voucher,1,2807.48
ord_837cdc0b3f925f324572deee8fdd,1,credit_card,2,2743.21
ord_3de1baa6f204f9c9d96c415ef0cc,1,debit_card,1,4270.55
ord_827b56269bf9fe6b5e4ae4f4626c,1,paypal,1,3819.27
ord_b257af7985b0cf0878e9704f60fe,1,voucher,1,1744.63
ord_ea81e0394aafb1735660f0ae242c,1,paypal,1,2592.88
ord_93d9988d52cfaebe5ec42a18999e,1,credit_card,3,2383.59
ord_e83e9551252c01604fd9f31e5961,1,boleto,1,816.64
ord_8a373e4df7efa68191e54aded1a6,1,credit_card,12,4086.02
ord_a8a437852465b04521179bf0186a,1,boleto,1,2527.63
ord_2e82c08cd7d72749f4cbc54791e4,1,mercado_pago,3,3162.82
ord_912c610b6a029ddf7514cfc5f2aa,1,boleto,1,861.67
ord_37d9e678d160e33afa2128684bfe,1,debit_card,1,2853.66
ord_8d9a62b0f706ea036574efe6f8ad,1,paypal,1,3358.75
ord_4e11431beefcc36cba92c107c758,1,credit_card,3,4055.46
ord_b531e3bb162f6b99b6b11fc08d26,1,mercado_pago,2,4156.9
ord_64346674645b1501ade845bc20fe,1,boleto,1,581.69
ord_2c0029139b019fe90a9d984c1de5,1,mercado_pago,2,2413.65
ord_4012c8f1942829ab7b59e107439f,1,paypal,1,1324.12
ord_03adf58318aa6b41d65fac0f7e6c,1,voucher,1,3214.04
ord_1a8afcfced8390c0798632606f4a,1,paypal,1,1434.31
ord_cd3c0274c4be77f9790796923d3e,1,mercado_pago,6,2090.48
ord_59692b0daf7169fe8a7a13b9f1c3,1,credit_card,2,655.0
ord_59692b0daf7169fe8a7a13b9f1c3,2,voucher,1,322.1
ord_a4a2aecf8bb3919b1035a906d7e3,1,boleto,1,1218.27
ord_a89ba94ba8a6cd51e0c0f7efb66c,1,credit_card,1,1569.44
ord_4e6f8693d6c8f4147fa352dd5a6d,1,debit_card,1,980.05
ord_80fd48010c4709bdbf9d69dae656,1,debit_card,1,3032.19
ord_3ea89de86d9e78797c101ab67149,1,paypal,1,2264.87
ord_19f0d5fa8f07fb9c003c3d6e9dcf,1,boleto,1,4710.95
ord_3c4ccc5081d93ab85b4e2113f4f3,1,mercado_pago,3,2942.56
ord_5721df332126b3f9c2fb739c40a1,1,credit_card,3,3578.58
ord_5283931727b5eb5c350b2cc8de3a,1,credit_card,2,2251.53
ord_5283931727b5eb5c350b2cc8de3a,2,paypal,1,2498.67
ord_464f39d1b23db68de3c65b2de150,1,paypal,1,608.07
ord_b9bf333a7a595c641b640bc56928,1,mercado_pago,2,321.81
ord_c8d6069a3cee6cc36c9c5dc7c98a,1,boleto,1,2727.76
ord_60f1103754716fb759c6f229b6ba,1,boleto,1,1884.21
ord_970b5c0baa22645a053740d5159a,1,boleto,1,686.47
ord_82e2a67b8e6a8b47bb5be649ca29,1,voucher,1,3944.63
ord_a0b5b5be61e84b56c130c8f70d9d,1,boleto,1,4133.57
ord_cb491748701b8f9026296fc956a9,1,voucher,1,2330.88
ord_4880b2a8925968a8b5c51070df27,1,debit_card,1,2912.02
ord_ef949318601e2b53d24c17300e80,1,paypal,1,332.66
ord_67f0ab2b8d549132801980f3ad0f,1,debit_card,1,2189.57
ord_74f9bf6e3cd60f4d1d87f62c80bb,1,mercado_pago,2,3402.55
ord_486775d43a36e86e20e5b8d9b955,1,credit_card,3,2989.38
ord_0cd60896be5c3b6fa3fd06248ab9,1,mercado_pago,6,3253.44
ord_9bf8001c92ba8f6d4805957eb30d,1,voucher,1,2356.08
ord_03b698e6b3a083cff17319da9c0a,1,debit_card,1,4695.2
ord_c95d0a858d13aa2ef6d2a0c60140,1,debit_card,1,3737.09
ord_1a6ce89dfea8cc104410d59dd747,1,paypal,1,3768.87
ord_ea9f8e1371bf7591a368bc2bff09,1,boleto,1,1056.18
ord_ea9f8e1371bf7591a368bc2bff09,2,boleto,1,1117.7
ord_c6c9c527072a743c7ddb7cec1b95,1,debit_card,1,2214.79
ord_e66373456a8a0c08a7720b7d7da9,1,boleto,1,4849.43
ord_ffed109c41cfb46c66bb7d5d18ef,1,boleto,1,1747.69
ord_8c182d57d149e6f4dfa9faeaea88,1,voucher,1,1749.82
ord_25195b2eeb593d52e18611dbd2dc,1,mercado_pago,3,284.87
ord_39a7be6be6ce4ce04e7b62faca56,1,boleto,1,282.0
ord_3e4f834ae28dbcb7b23da13af1cf,1,mercado_pago,6,3879.2
ord_ceb8893461cdda6b4d1d7cf9f7d2,1,mercado_pago,3,4344.27
ord_e1486d3d4f85246de1a1f1eac2db,1,paypal,1,4174.01
ord_5a09c35f895cf4844acc0e8d2f24,1,boleto,1,2777.08
ord_a585352bb49041fe0dbe7bc3c39c,1,boleto,1,469.92
ord_14f77cd256c5ab463f2012d698da,1,paypal,1,818.08
ord_f8aa5724f617dac121b8d9305f56,1,paypal,1,3296.81
ord_f8826586d81e2cf32dc120868c13,1,credit_card,12,4280.62
ord_17934e0951ed8be4bebf2e4758a4,1,boleto,1,4254.31
ord_a01cf8ed455c4e82b7a46a68306c,1,credit_card,3,1575.45
ord_f0ae4d978e899291be7156bc29a3,1,paypal,1,2919.04
ord_cc8c767019dea7180f5fae7000e5,1,mercado_pago,3,4799.94
ord_defa3a120f29a7b6f573269fd659,1,mercado_pago,2,3923.54
ord_073996d31b236b4777641e632ceb,1,voucher,1,3789.38
ord_8c21ac0ccd12260039c1ec857ac2,1,credit_card,12,2943.5
ord_10eef1bf81ac55685314f601de2b,1,voucher,1,4096.8
ord_f00bd62ed48e69ecb579d45ca577,1,boleto,1,3359.1
ord_dd959981486aff7d540a14cc162f,1,credit_card,12,1115.25
ord_cd42adfee3d80a069f9cad9eb0e3,1,credit_card,6,1777.39
ord_2b23b0fb9383934debc4577c8719,1,mercado_pago,1,1474.14
ord_2b23b0fb9383934debc4577c8719,2,paypal,1,1171.26
ord_5add6f9b7deb0d563792d5fbb195,1,debit_card,1,3505.37
ord_65a5a766de97e5375bc4a28ae8f3,1,credit_card,1,651.71
ord_e13d0566a636d00c85048c9b323f,1,mercado_pago,1,1971.35
ord_d0781504c681358aa52d0826e39a,1,voucher,1,2360.37
ord_17849759163eafa2fe940640d922,1,paypal,1,964.86
ord_5fb2efd30ff21d65c504ef155ea1,1,debit_card,1,4020.4
ord_5ce40bf0c73f19a92ce065aefbd8,1,credit_card,1,1249.92
ord_f0bbd6c7bc9cda079bcaf0193141,1,credit_card,1,1824.83
ord_9b003f43a0df9b8d7594c97086a4,1,mercado_pago,3,1998.99
ord_9b003f43a0df9b8d7594c97086a4,2,credit_card,2,331.87
ord_10313b2c31597cf09b94b9924921,1,debit_card,1,724.59
ord_5c76101640737b0e8f76f464d61b,1,paypal,1,2673.06
ord_4785d39f10f1b4b032cc84708dc2,1,voucher,1,4711.13
ord_0b265682353d5c38596d23ab3fbc,1,paypal,1,496.31
ord_0b265682353d5c38596d23ab3fbc,2,debit_card,1,2201.42
ord_a18906d8bf350c7a50f986b8e822,1,debit_card,1,732.59
ord_10d5f2c72a13cc2f4aeb1089f248,1,voucher,1,2875.22
ord_9fd3558262a402ba20de872fc1d1,1,boleto,1,1105.73
ord_efd8e122f9f883bb50bfd2495740,1,boleto,1,1467.37
ord_ea61d77d2493abe1ec7a147d8d46,1,boleto,1,3614.08
ord_dd2ce0ab5cfb1d6599ea024eb457,1,boleto,1,286.97
ord_dd2ce0ab5cfb1d6599ea024eb457,2,voucher,1,1158.61
ord_1364b6ca55d4886e6a8ed4da78c7,1,paypal,1,1772.35
ord_8ab5aa8e714b7afd3572748a086d,1,paypal,1,733.93
ord_39b20fe8063288d47aa147d6d0bb,1,voucher,1,1992.92
ord_5185eeb27482fc8620f85b55ad3e,1,debit_card,1,3801.02
ord_844b054eca8529baec498fca429f,1,voucher,1,3742.45
ord_d3f6b02efce95cefdd25a4970215,1,debit_card,1,1470.65
ord_5bf25247cf2bdf23e1f62bc94105,1,debit_card,1,3301.14
ord_1720bb7ba948cd3d0f6f6fb5b2d0,1,mercado_pago,6,4247.01
ord_98780b8f27b753cd0ae70d4608aa,1,credit_card,3,2729.25
ord_e7557ab7b67dbb7fb43e73edc091,1,voucher,1,1689.02
ord_19dc90af117daaf76dd85ce47cb6,1,credit_card,12,1933.41
ord_9fede1ed59d636537bf688831baf,1,debit_card,1,3547.03
ord_d10c1bbe2aa72dd7a0f64a24c855,1,paypal,1,1310.47
ord_4e7d858bec3307225cd639f67ff4,1,paypal,1,3112.27
ord_f49a57b9443a6a4facbae49b1df4,1,debit_card,1,2268.75
ord_c76b28818a2b2764282311c0f1eb,1,credit_card,6,1177.51
ord_214d5dd64e2b5ee8f575464d1a3d,1,credit_card,12,2107.87
ord_6fc65e59f113d8ce2df36e4fe738,1,boleto,1,974.81
ord_a99e3dde50015d2d368f43e75cb1,1,mercado_pago,6,3870.66
ord_68fb268d33662cafe41bef37c2ab,1,debit_card,1,2406.08
ord_3d8604fa9ed7814fb911d2aa7a92,1,mercado_pago,6,1185.22
ord_a4b2fc909532cb1bd7ce43230921,1,paypal,1,3723.34
ord_e8d8d9bf88b68c00637dbabef32b,1,mercado_pago,3,1129.62
ord_86001352e738fa2f16f4c1d5a954,1,debit_card,1,295.24
ord_86001352e738fa2f16f4c1d5a954,2,paypal,1,1450.84
ord_7dc845cc0a83bab58edca62f1853,1,boleto,1,4860.62
ord_9cc98a237d11bb5b4b62f1b2341d,1,credit_card,12,1844.41
ord_1d64927e82daa3c792e1e94df0cb,1,paypal,1,459.24
ord_50048f7c8758efd5f601776a9be1,1,boleto,1,4734.43
ord_b3207f259815bafeea7a8c982e8e,1,paypal,1,2139.62
ord_93da6eb015dfc63206fe00bfc104,1,voucher,1,681.63
ord_c1183129a22a5b64f566e77a7cd8,1,credit_card,2,3928.22
ord_622b1bc314f80e4674a0213532f9,1,credit_card,2,2322.11
ord_5423d99b2134864982b8c15db160,1,mercado_pago,6,415.48
ord_f3da36d7715e0787fca481390c51,1,voucher,1,3746.59
ord_7995c80503ece348b95c36c9602a,1,voucher,1,3895.07
ord_33032290283405de4780f6df67d9,1,credit_card,1,4429.76
ord_e69a2f284dba2eebed0db4e28d2b,1,voucher,1,3937.8
ord_2377507643a0ae03eddf2ad0490e,1,mercado_pago,6,270.19
ord_feae82721319db5fa5345d1092ae,1,voucher,1,1285.19
ord_3dd151b84350f45864e11999bb13,1,voucher,1,3411.5
ord_1ebe19db5de304780adc5e08b338,1,paypal,1,1785.29
ord_e079305340824e1f9e695a276228,1,credit_card,6,4335.98
ord_c85b2b9fb5bf3d060b7cbbfda491,1,boleto,1,3872.58
ord_2f96269415623952a5cc24c6a8fa,1,debit_card,1,2307.1
ord_3021c3f4047a08996b0737e7c6f7,1,debit_card,1,2833.25
ord_fac75473ecd3f53292a719e9145e,1,mercado_pago,3,993.21
ord_034d6013e89748df19c38025782a,1,voucher,1,3808.2
ord_33c33a334db7f7f7778f728d5f22,1,mercado_pago,3,2722.1
ord_b468a459ce461c98d6178643fc23,1,voucher,1,3552.48
ord_766b4fe8eb520f004b783e8e784f,1,boleto,1,3833.29
ord_f3d12f29e614962fe956ab708b26,1,credit_card,2,344.77
ord_8fbb55cd83f4bf375e8c7978ac57,1,voucher,1,2495.95
ord_8fbb55cd83f4bf375e8c7978ac57,2,mercado_pago,3,1683.13
ord_eea9cbd54657bf6dbcd6c8d78351,1,voucher,1,2349.64
ord_79981d9b438990f255e68e05a61a,1,credit_card,2,3647.42
ord_76f008724d124e22356f25a56a78,1,credit_card,1,3346.26
ord_d070b23875882ff3528c378ad710,1,debit_card,1,2334.8
ord_306ca64f01b8d34ad877eeb4cc96,1,paypal,1,2126.4
ord_306ca64f01b8d34ad877eeb4cc96,2,debit_card,1,494.41
ord_ebfbda7481f705d87a1a980cc04c,1,voucher,1,1588.06
ord_f631b69fb712603229c7c487ad95,1,boleto,1,2819.59
ord_df669a61f8abe2acb70ebf6e0e72,1,debit_card,1,3206.91
ord_fc157f9670bd63555fa29f037f08,1,voucher,1,4387.66
ord_43f8696870d79b903c471be393cb,1,paypal,1,1481.71
ord_490833be828c0f5c211d9291dbf2,1,credit_card,3,562.24
ord_efdf894750a8dd870325d7914240,1,boleto,1,1614.45
ord_15ba00fc19731342b474bd4e99f8,1,paypal,1,3783.7
ord_65198a0974a19c6e2817922bebc8,1,debit_card,1,1373.68
ord_65198a0974a19c6e2817922bebc8,2,paypal,1,2044.72
ord_7724b06ac3ecdfa7ec7ac1d730ec,1,boleto,1,820.34
ord_45101fc5571e90636cfef671d42a,1,voucher,1,3311.6
ord_e64a1e8e6cc5846fc248f5018c5e,1,paypal,1,4162.61
ord_43f59c37e2bfa3d6fb2328f40603,1,credit_card,3,1153.01
ord_c315d3d4e2ef1f73933dfea6d09b,1,mercado_pago,12,1780.77
ord_13c64fa2db36ec5945d24b4aa6be,1,credit_card,1,3654.62
ord_4bb4a57af6ee813a4960c4414b56,1,credit_card,1,4682.86
ord_6c0618a6bdec3a7bf378603a20db,1,boleto,1,1411.44
ord_6c0618a6bdec3a7bf378603a20db,2,voucher,1,346.34
ord_5a8c1fd9c844f55d87fc3aaca471,1,credit_card,12,1637.53
ord_c9fc72a31d767f2f923b55e324b9,1,debit_card,1,1486.5
ord_d70454a628ac8a6b18d2ce6e7daf,1,credit_card,2,2249.56
ord_5294eafaec99f9c66a4238655c50,1,mercado_pago,6,2089.08
ord_b5baba8a6cc562a1c00a30dfef28,1,debit_card,1,1488.62
ord_710408c5aa497bcc7761aa330eeb,1,mercado_pago,3,4300.48
ord_a9e61492f40a7bf91a0c0a12c0cb,1,boleto,1,687.57
